momento,posicao
datetime,coord
T
09/18/2018 04:20,27;-44;0
09/18/2018 04:21,26;-44;51
09/18/2018 04:22,26;-45;51
09/18/2018 04:23,25;-45;51
09/18/2018 04:24,25;-45;0
09/18/2018 04:25,25;-45;0
09/18/2018 04:26,24;-46;72.1248916810278
09/18/2018 04:27,24;-46;0
09/18/2018 04:28,23;-46;51
09/18/2018 04:29,23;-46;0
09/18/2018 04:30,22;-47;72.1248916810278
09/18/2018 04:31,22;-47;0
09/18/2018 04:32,21;-47;51
09/18/2018 04:33,21;-47;0
09/18/2018 04:34,20;-47;51
09/18/2018 04:35,20;-48;51
09/18/2018 04:36,19;-48;51
09/18/2018 04:37,19;-48;0
09/18/2018 04:38,19;-48;0
09/18/2018 04:39,18;-48;51
09/18/2018 04:40,18;-49;51
09/18/2018 04:41,17;-49;51
09/18/2018 04:42,17;-49;0
09/18/2018 04:43,16;-49;51
09/18/2018 04:44,16;-49;0
09/18/2018 04:45,15;-49;51
09/18/2018 04:46,15;-49;0
09/18/2018 04:47,14;-50;72.1248916810278
09/18/2018 04:48,14;-50;0
09/18/2018 04:49,13;-50;51
09/18/2018 04:50,13;-50;0
09/18/2018 04:51,12;-50;51
09/18/2018 04:52,12;-50;0
09/18/2018 04:53,11;-50;51
09/18/2018 04:54,11;-50;0
09/18/2018 04:55,10;-51;72.1248916810278
09/18/2018 04:56,10;-51;0
09/18/2018 04:57,9;-51;51
09/18/2018 04:58,9;-51;0
09/18/2018 04:59,8;-51;51
09/18/2018 05:00,8;-51;0
09/18/2018 05:01,7;-51;51
09/18/2018 05:02,7;-51;0
09/18/2018 05:03,6;-51;51
09/18/2018 05:04,6;-51;0
09/18/2018 05:05,5;-51;51
09/18/2018 05:06,5;-51;0
09/18/2018 05:07,4;-51;51
09/18/2018 05:08,4;-51;0
09/18/2018 05:09,3;-51;51
09/18/2018 05:10,3;-51;0
09/18/2018 05:11,2;-51;51
09/18/2018 05:12,2;-51;0
09/18/2018 05:13,1;-51;51
09/18/2018 05:14,1;-51;0
09/18/2018 05:15,-1;-51;102
09/18/2018 05:16,-1;-51;0
09/18/2018 05:17,-2;-51;51
09/18/2018 05:18,-2;-51;0
09/18/2018 05:19,-3;-51;51
09/18/2018 05:20,-3;-51;0
09/18/2018 05:21,-4;-51;51
09/18/2018 05:22,-4;-51;0
09/18/2018 05:23,-5;-51;51
09/18/2018 05:24,-6;-51;51
09/18/2018 05:25,-6;-51;0
09/18/2018 05:26,-7;-51;51
09/18/2018 05:27,-7;-51;0
09/18/2018 05:28,-8;-51;51
09/18/2018 05:29,-8;-51;0
09/18/2018 05:30,-9;-51;51
09/18/2018 05:31,-9;-51;0
09/18/2018 05:32,-10;-51;51
09/18/2018 05:33,-10;-51;0
09/18/2018 05:34,-11;-50;72.1248916810278
09/18/2018 05:35,-11;-50;0
09/18/2018 05:36,-12;-50;51
09/18/2018 05:37,-12;-50;0
09/18/2018 05:38,-13;-50;51
09/18/2018 05:39,-13;-50;0
09/18/2018 05:40,-14;-50;51
09/18/2018 05:41,-14;-50;0
09/18/2018 05:42,-15;-50;51
09/18/2018 05:43,-15;-49;51
09/18/2018 05:44,-15;-49;0
09/18/2018 05:45,-16;-49;51
09/18/2018 05:46,-16;-49;0
09/18/2018 05:47,-17;-49;51
09/18/2018 05:48,-17;-49;0
09/18/2018 05:49,-18;-48;72.1248916810278
09/18/2018 05:50,-18;-48;0
09/18/2018 05:51,-19;-48;51
09/18/2018 05:52,-19;-48;0
09/18/2018 05:53,-20;-48;51
09/18/2018 05:54,-20;-48;0
09/18/2018 05:55,-21;-47;72.1248916810278
09/18/2018 05:56,-21;-47;0
09/18/2018 05:57,-22;-47;51
09/18/2018 05:58,-22;-47;0
09/18/2018 05:59,-23;-46;72.1248916810278
09/18/2018 06:00,-23;-46;0
09/18/2018 06:01,-24;-46;51
09/18/2018 06:02,-24;-46;0
09/18/2018 06:03,-24;-46;0
09/18/2018 06:04,-25;-45;72.1248916810278
09/18/2018 06:05,-25;-45;0
09/18/2018 06:06,-26;-45;51
09/18/2018 06:07,-26;-45;0
09/18/2018 06:08,-27;-44;72.1248916810278
09/18/2018 06:09,-27;-44;0
09/18/2018 06:10,-28;-44;51
09/18/2018 06:11,-28;-43;51
09/18/2018 06:12,-28;-43;0
09/18/2018 06:13,-29;-43;51
09/18/2018 06:14,-29;-43;0
09/18/2018 06:15,-30;-42;72.1248916810278
09/18/2018 06:16,-30;-42;0
09/18/2018 06:17,-30;-42;0
09/18/2018 06:18,-31;-41;72.1248916810278
09/18/2018 06:19,-31;-41;0
09/18/2018 06:20,-32;-41;51
09/18/2018 06:21,-32;-41;0
09/18/2018 06:22,-33;-40;72.1248916810278
09/18/2018 06:23,-33;-40;0
09/18/2018 06:24,-33;-40;0
09/18/2018 06:25,-34;-39;72.1248916810278
09/18/2018 06:26,-34;-39;0
09/18/2018 06:27,-34;-39;0
09/18/2018 06:28,-35;-38;72.1248916810278
09/18/2018 06:29,-35;-38;0
09/18/2018 06:30,-36;-38;51
09/18/2018 06:31,-36;-37;51
09/18/2018 06:32,-36;-37;0
09/18/2018 06:33,-37;-36;72.1248916810278
09/18/2018 06:34,-37;-36;0
09/18/2018 06:35,-37;-36;0
09/18/2018 06:36,-38;-35;72.1248916810278
09/18/2018 06:37,-38;-35;0
09/18/2018 06:38,-38;-35;0
09/18/2018 06:39,-39;-34;72.1248916810278
09/18/2018 06:40,-39;-34;0
09/18/2018 06:41,-39;-33;51
09/18/2018 06:42,-40;-33;51
09/18/2018 06:43,-40;-33;0
09/18/2018 06:44,-40;-32;51
09/18/2018 06:45,-41;-32;51
09/18/2018 06:46,-41;-31;51
09/18/2018 06:47,-41;-31;0
09/18/2018 06:48,-42;-31;51
09/18/2018 06:49,-42;-30;51
09/18/2018 06:50,-42;-30;0
09/18/2018 06:51,-43;-29;72.1248916810278
09/18/2018 06:52,-43;-29;0
09/18/2018 06:53,-43;-29;0
09/18/2018 06:54,-43;-28;51
09/18/2018 06:55,-44;-28;51
09/18/2018 06:56,-44;-27;51
09/18/2018 06:57,-44;-27;0
09/18/2018 06:58,-44;-26;51
09/18/2018 06:59,-45;-26;51
09/18/2018 07:00,-45;-26;0
09/18/2018 07:01,-45;-25;51
09/18/2018 07:02,-45;-25;0
09/18/2018 07:03,-46;-24;72.1248916810278
09/18/2018 07:04,-46;-24;0
09/18/2018 07:05,-46;-23;51
09/18/2018 07:06,-46;-23;0
09/18/2018 07:07,-47;-22;72.1248916810278
09/18/2018 07:08,-47;-22;0
09/18/2018 07:09,-47;-21;51
09/18/2018 07:10,-47;-21;0
09/18/2018 07:11,-47;-20;51
09/18/2018 07:12,-48;-20;51
09/18/2018 07:13,-48;-20;0
09/18/2018 07:14,-48;-19;51
09/18/2018 07:15,-48;-19;0
09/18/2018 07:16,-48;-18;51
09/18/2018 07:17,-49;-18;51
09/18/2018 07:18,-49;-17;51
09/18/2018 07:19,-49;-17;0
09/18/2018 07:20,-49;-16;51
09/18/2018 07:21,-49;-16;0
09/18/2018 07:22,-49;-15;51
09/18/2018 07:23,-49;-15;0
09/18/2018 07:24,-50;-14;72.1248916810278
09/18/2018 07:25,-50;-14;0
09/18/2018 07:26,-50;-13;51
09/18/2018 07:27,-50;-13;0
09/18/2018 07:28,-50;-12;51
09/18/2018 07:29,-50;-12;0
09/18/2018 07:30,-50;-11;51
09/18/2018 07:31,-50;-11;0
09/18/2018 07:32,-51;-10;72.1248916810278
09/18/2018 07:33,-51;-10;0
09/18/2018 07:34,-51;-9;51
09/18/2018 07:35,-51;-9;0
09/18/2018 07:36,-51;-8;51
09/18/2018 07:37,-51;-8;0
09/18/2018 07:38,-51;-7;51
09/18/2018 07:39,-51;-7;0
09/18/2018 07:40,-51;-6;51
09/18/2018 07:41,-51;-6;0
09/18/2018 07:42,-51;-5;51
09/18/2018 07:43,-51;-5;0
09/18/2018 07:44,-51;-4;51
09/18/2018 07:45,-51;-4;0
09/18/2018 07:46,-51;-3;51
09/18/2018 07:47,-51;-3;0
09/18/2018 07:48,-51;-2;51
09/18/2018 07:49,-51;-2;0
09/18/2018 07:50,-51;-1;51
09/18/2018 07:51,-51;-1;0
09/18/2018 07:52,-51;1;102
09/18/2018 07:53,-51;1;0
09/18/2018 07:54,-51;2;51
09/18/2018 07:55,-51;2;0
09/18/2018 07:56,-51;3;51
09/18/2018 07:57,-51;3;0
09/18/2018 07:58,-51;4;51
09/18/2018 07:59,-51;4;0
09/18/2018 08:00,-51;5;51
09/18/2018 08:01,-51;5;0
09/18/2018 08:02,-51;6;51
09/18/2018 08:03,-51;6;0
09/18/2018 08:04,-51;7;51
09/18/2018 08:05,-51;7;0
09/18/2018 08:06,-51;8;51
09/18/2018 08:07,-51;9;51
09/18/2018 08:08,-51;9;0
09/18/2018 08:09,-51;10;51
09/18/2018 08:10,-51;10;0
09/18/2018 08:11,-51;11;51
09/18/2018 08:12,-50;11;51
09/18/2018 08:13,-50;12;51
09/18/2018 08:14,-50;12;0
09/18/2018 08:15,-50;13;51
09/18/2018 08:16,-50;13;0
09/18/2018 08:17,-50;13;0
09/18/2018 08:18,-50;14;51
09/18/2018 08:19,-50;14;0
09/18/2018 08:20,-49;15;72.1248916810278
09/18/2018 08:21,-49;15;0
09/18/2018 08:22,-49;16;51
09/18/2018 08:23,-49;16;0
09/18/2018 08:24,-49;17;51
09/18/2018 08:25,-49;17;0
09/18/2018 08:26,-48;18;72.1248916810278
09/18/2018 08:27,-48;18;0
09/18/2018 08:28,-48;19;51
09/18/2018 08:29,-48;19;0
09/18/2018 08:30,-48;20;51
09/18/2018 08:31,-48;20;0
09/18/2018 08:32,-47;21;72.1248916810278
09/18/2018 08:33,-47;21;0
09/18/2018 08:34,-47;22;51
09/18/2018 08:35,-47;22;0
09/18/2018 08:36,-46;23;72.1248916810278
09/18/2018 08:37,-46;23;0
09/18/2018 08:38,-46;23;0
09/18/2018 08:39,-46;24;51
09/18/2018 08:40,-46;24;0
09/18/2018 08:41,-45;25;72.1248916810278
09/18/2018 08:42,-45;25;0
09/18/2018 08:43,-45;26;51
09/18/2018 08:44,-45;26;0
09/18/2018 08:45,-44;27;72.1248916810278
09/18/2018 08:46,-44;27;0
09/18/2018 08:47,-44;27;0
09/18/2018 08:48,-44;28;51
09/18/2018 08:49,-43;28;51
09/18/2018 08:50,-43;29;51
09/18/2018 08:51,-43;29;0
09/18/2018 08:52,-42;30;72.1248916810278
09/18/2018 08:53,-42;30;0
09/18/2018 08:54,-42;30;0
09/18/2018 08:55,-41;31;72.1248916810278
09/18/2018 08:56,-41;31;0
09/18/2018 08:57,-41;32;51
09/18/2018 08:58,-41;32;0
09/18/2018 08:59,-40;32;51
09/18/2018 09:00,-40;33;51
09/18/2018 09:01,-40;33;0
09/18/2018 09:02,-39;34;72.1248916810278
09/18/2018 09:03,-39;34;0
09/18/2018 09:04,-39;34;0
09/18/2018 09:05,-38;35;72.1248916810278
09/18/2018 09:06,-38;35;0
09/18/2018 09:07,-38;36;51
09/18/2018 09:08,-37;36;51
09/18/2018 09:09,-37;36;0
09/18/2018 09:10,-36;37;72.1248916810278
09/18/2018 09:11,-36;37;0
09/18/2018 09:12,-36;37;0
09/18/2018 09:13,-35;38;72.1248916810278
09/18/2018 09:14,-35;38;0
09/18/2018 09:15,-35;38;0
09/18/2018 09:16,-34;39;72.1248916810278
09/18/2018 09:17,-34;39;0
09/18/2018 09:18,-33;39;51
09/18/2018 09:19,-33;40;51
09/18/2018 09:20,-33;40;0
09/18/2018 09:21,-32;40;51
09/18/2018 09:22,-32;41;51
09/18/2018 09:23,-31;41;51
09/18/2018 09:24,-31;41;0
09/18/2018 09:25,-31;42;51
09/18/2018 09:26,-30;42;51
09/18/2018 09:27,-30;42;0
09/18/2018 09:28,-29;43;72.1248916810278
09/18/2018 09:29,-29;43;0
09/18/2018 09:30,-29;43;0
09/18/2018 09:31,-28;43;51
09/18/2018 09:32,-28;44;51
09/18/2018 09:33,-27;44;51
09/18/2018 09:34,-27;44;0
09/18/2018 09:35,-26;44;51
09/18/2018 09:36,-26;45;51
09/18/2018 09:37,-26;45;0
09/18/2018 09:38,-25;45;51
09/18/2018 09:39,-25;45;0
09/18/2018 09:40,-24;46;72.1248916810278
09/18/2018 09:41,-24;46;0
09/18/2018 09:42,-23;46;51
09/18/2018 09:43,-23;46;0
09/18/2018 09:44,-22;47;72.1248916810278
09/18/2018 09:45,-22;47;0
09/18/2018 09:46,-21;47;51
09/18/2018 09:47,-21;47;0
09/18/2018 09:48,-21;47;0
09/18/2018 09:49,-20;48;72.1248916810278
09/18/2018 09:50,-20;48;0
09/18/2018 09:51,-19;48;51
09/18/2018 09:52,-19;48;0
09/18/2018 09:53,-18;48;51
09/18/2018 09:54,-18;49;51
09/18/2018 09:55,-17;49;51
09/18/2018 09:56,-17;49;0
09/18/2018 09:57,-16;49;51
09/18/2018 09:58,-16;49;0
09/18/2018 09:59,-15;49;51
09/18/2018 10:00,-15;49;0
09/18/2018 10:01,-14;50;72.1248916810278
09/18/2018 10:02,-14;50;0
09/18/2018 10:03,-13;50;51
09/18/2018 10:04,-13;50;0
09/18/2018 10:05,-12;50;51
09/18/2018 10:06,-12;50;0
09/18/2018 10:07,-11;50;51
09/18/2018 10:08,-11;50;0
09/18/2018 10:09,-10;51;72.1248916810278
09/18/2018 10:10,-10;51;0
09/18/2018 10:11,-9;51;51
09/18/2018 10:12,-9;51;0
09/18/2018 10:13,-8;51;51
09/18/2018 10:14,-8;51;0
09/18/2018 10:15,-7;51;51
09/18/2018 10:16,-7;51;0
09/18/2018 10:17,-6;51;51
09/18/2018 10:18,-6;51;0
09/18/2018 10:19,-5;51;51
09/18/2018 10:20,-5;51;0
09/18/2018 10:21,-4;51;51
09/18/2018 10:22,-4;51;0
09/18/2018 10:23,-3;51;51
09/18/2018 10:24,-3;51;0
09/18/2018 10:25,-2;51;51
09/18/2018 10:26,-2;51;0
09/18/2018 10:27,-1;51;51
09/18/2018 10:28,-1;51;0
09/18/2018 10:29,1;51;102
09/18/2018 10:30,1;51;0
09/18/2018 10:31,2;51;51
09/18/2018 10:32,2;51;0
09/18/2018 10:33,3;51;51
09/18/2018 10:34,3;51;0
09/18/2018 10:35,4;51;51
09/18/2018 10:36,4;51;0
09/18/2018 10:37,5;51;51
09/18/2018 10:38,5;51;0
09/18/2018 10:39,6;51;51
09/18/2018 10:40,6;51;0
09/18/2018 10:41,7;51;51
09/18/2018 10:42,7;51;0
09/18/2018 10:43,8;51;51
09/18/2018 10:44,8;51;0
09/18/2018 10:45,9;51;51
09/18/2018 10:46,9;51;0
09/18/2018 10:47,10;51;51
09/18/2018 10:48,10;51;0
09/18/2018 10:49,11;50;72.1248916810278
09/18/2018 10:50,11;50;0
09/18/2018 10:51,12;50;51
09/18/2018 10:52,12;50;0
09/18/2018 10:53,13;50;51
09/18/2018 10:54,13;50;0
09/18/2018 10:55,14;50;51
09/18/2018 10:56,14;50;0
09/18/2018 10:57,15;49;72.1248916810278
09/18/2018 10:58,15;49;0
09/18/2018 10:59,16;49;51
09/18/2018 11:00,16;49;0
09/18/2018 11:01,17;49;51
09/18/2018 11:02,17;49;0
09/18/2018 11:03,18;48;72.1248916810278
09/18/2018 11:04,18;48;0
09/18/2018 11:05,19;48;51
09/18/2018 11:06,19;48;0
09/18/2018 11:07,20;48;51
09/18/2018 11:08,20;48;0
09/18/2018 11:09,21;47;72.1248916810278
09/18/2018 11:10,21;47;0
09/18/2018 11:11,22;47;51
09/18/2018 11:12,22;47;0
09/18/2018 11:13,23;46;72.1248916810278
09/18/2018 11:14,23;46;0
09/18/2018 11:15,23;46;0
09/18/2018 11:16,24;46;51
09/18/2018 11:17,24;46;0
09/18/2018 11:18,25;45;72.1248916810278
09/18/2018 11:19,25;45;0
09/18/2018 11:20,26;45;51
09/18/2018 11:21,26;45;0
09/18/2018 11:22,27;44;72.1248916810278
09/18/2018 11:23,27;44;0
09/18/2018 11:24,27;44;0
09/18/2018 11:25,28;44;51
09/18/2018 11:26,28;43;51
09/18/2018 11:27,29;43;51
09/18/2018 11:28,29;43;0
09/18/2018 11:29,30;42;72.1248916810278
09/18/2018 11:30,30;42;0
09/18/2018 11:31,30;42;0
09/18/2018 11:32,31;42;51
09/18/2018 11:33,31;41;51
09/18/2018 11:34,32;41;51
09/18/2018 11:35,32;41;0
09/18/2018 11:36,32;40;51
09/18/2018 11:37,33;40;51
09/18/2018 11:38,33;40;0
09/18/2018 11:39,34;39;72.1248916810278
09/18/2018 11:40,34;39;0
09/18/2018 11:41,34;39;0
09/18/2018 11:42,35;38;72.1248916810278
09/18/2018 11:43,35;38;0
09/18/2018 11:44,36;38;51
09/18/2018 11:45,36;37;51
09/18/2018 11:46,36;37;0
09/18/2018 11:47,37;37;51
09/18/2018 11:48,37;36;51
09/18/2018 11:49,37;36;0
09/18/2018 11:50,38;35;72.1248916810278
09/18/2018 11:51,38;35;0
09/18/2018 11:52,38;35;0
09/18/2018 11:53,39;34;72.1248916810278
09/18/2018 11:54,39;34;0
09/18/2018 11:55,39;34;0
09/18/2018 11:56,40;33;72.1248916810278
09/18/2018 11:57,40;33;0
09/18/2018 11:58,40;32;51
09/18/2018 11:59,41;32;51
09/18/2018 12:00,41;32;0
09/18/2018 12:01,41;31;51
09/18/2018 12:02,42;31;51
09/18/2018 12:03,42;30;51
09/18/2018 12:04,42;30;0
09/18/2018 12:05,42;29;51
09/18/2018 12:06,43;29;51
09/18/2018 12:07,43;29;0
09/18/2018 12:08,43;28;51
09/18/2018 12:09,44;28;51
09/18/2018 12:10,44;27;51
09/18/2018 12:11,44;27;0
09/18/2018 12:12,44;26;51
09/18/2018 12:13,45;26;51
09/18/2018 12:14,45;26;0
09/18/2018 12:15,45;25;51
09/18/2018 12:16,45;25;0
09/18/2018 12:17,46;24;72.1248916810278
09/18/2018 12:18,46;24;0
09/18/2018 12:19,46;23;51
09/18/2018 12:20,46;23;0
09/18/2018 12:21,47;22;72.1248916810278
09/18/2018 12:22,47;22;0
09/18/2018 12:23,47;21;51
09/18/2018 12:24,47;21;0
09/18/2018 12:25,47;21;0
09/18/2018 12:26,48;20;72.1248916810278
09/18/2018 12:27,48;20;0
09/18/2018 12:28,48;19;51
09/18/2018 12:29,48;19;0
09/18/2018 12:30,48;18;51
09/18/2018 12:31,49;18;51
09/18/2018 12:32,49;17;51
09/18/2018 12:33,49;17;0
