momento,21-NAFTA.KPI
03/26/2018 00:56:00,12.09150696
03/26/2018 00:56:30,12.09150696
03/26/2018 00:57:00,12.09150696
03/26/2018 00:57:30,12.09150696
03/26/2018 00:58:00,12.09150696
03/26/2018 00:58:30,12.09150696
03/26/2018 00:59:00,12.09150696
03/26/2018 00:59:30,12.09150696
03/26/2018 01:00:00,12.09150696
03/26/2018 01:00:30,12.01805305
03/26/2018 01:01:00,12.01805305
03/26/2018 01:01:30,12.01805305
03/26/2018 01:02:00,12.01805305
03/26/2018 01:02:30,12.01805305
03/26/2018 01:03:00,12.01805305
03/26/2018 01:03:30,12.01805305
03/26/2018 01:04:00,12.01805305
03/26/2018 01:04:30,12.01805305
03/26/2018 01:05:00,12.01805305
03/26/2018 01:05:30,12.01805305
03/26/2018 01:06:00,12.01805305
03/26/2018 01:06:30,12.01805305
03/26/2018 01:07:00,12.01805305
03/26/2018 01:07:30,12.01805305
03/26/2018 01:08:00,12.01805305
03/26/2018 01:08:30,12.01805305
03/26/2018 01:09:00,12.01805305
03/26/2018 01:09:30,12.01805305
03/26/2018 01:10:00,12.01805305
03/26/2018 01:10:30,12.01805305
03/26/2018 01:11:00,12.01805305
03/26/2018 01:11:30,12.01805305
03/26/2018 01:12:00,12.01805305
03/26/2018 01:12:30,12.01805305
03/26/2018 01:13:00,12.01805305
03/26/2018 01:13:30,12.01805305
03/26/2018 01:14:00,12.01805305
03/26/2018 01:14:30,12.01805305
03/26/2018 01:15:00,12.01805305
03/26/2018 01:15:30,12.35911274
03/26/2018 01:16:00,12.35911274
03/26/2018 01:16:30,12.35911274
03/26/2018 01:17:00,12.35911274
03/26/2018 01:17:30,12.35911274
03/26/2018 01:18:00,12.35911274
03/26/2018 01:18:30,12.35911274
03/26/2018 01:19:00,12.35911274
03/26/2018 01:19:30,12.35911274
03/26/2018 01:20:00,12.35911274
03/26/2018 01:20:30,12.35911274
03/26/2018 01:21:00,12.35911274
03/26/2018 01:21:30,12.35911274
03/26/2018 01:22:00,12.35911274
03/26/2018 01:22:30,12.35911274
03/26/2018 01:23:00,12.35911274
03/26/2018 01:23:30,12.35911274
03/26/2018 01:24:00,12.35911274
03/26/2018 01:24:30,12.35911274
03/26/2018 01:25:00,12.35911274
03/26/2018 01:25:30,12.35911274
03/26/2018 01:26:00,12.35911274
03/26/2018 01:26:30,12.35911274
03/26/2018 01:27:00,12.35911274
03/26/2018 01:27:30,12.35911274
03/26/2018 01:28:00,12.35911274
03/26/2018 01:28:30,12.35911274
03/26/2018 01:29:00,12.35911274
03/26/2018 01:29:30,12.35911274
03/26/2018 01:30:00,12.35911274
03/26/2018 01:30:30,12.40422726
03/26/2018 01:31:00,12.40422726
03/26/2018 01:31:30,12.40422726
03/26/2018 01:32:00,12.40422726
03/26/2018 01:32:30,12.40422726
03/26/2018 01:33:00,12.40422726
03/26/2018 01:33:30,12.40422726
03/26/2018 01:34:00,12.40422726
03/26/2018 01:34:30,12.40422726
03/26/2018 01:35:00,12.40422726
03/26/2018 01:35:30,12.40422726
03/26/2018 01:36:00,12.40422726
03/26/2018 01:36:30,12.40422726
03/26/2018 01:37:00,12.40422726
03/26/2018 01:37:30,12.40422726
03/26/2018 01:38:00,12.40422726
03/26/2018 01:38:30,12.40422726
03/26/2018 01:39:00,12.40422726
03/26/2018 01:39:30,12.40422726
03/26/2018 01:40:00,12.40422726
03/26/2018 01:40:30,12.40422726
03/26/2018 01:41:00,12.40422726
03/26/2018 01:41:30,12.40422726
03/26/2018 01:42:00,12.40422726
03/26/2018 01:42:30,12.40422726
03/26/2018 01:43:00,12.40422726
03/26/2018 01:43:30,12.40422726
03/26/2018 01:44:00,12.40422726
03/26/2018 01:44:30,12.40422726
03/26/2018 01:45:00,12.40422726
03/26/2018 01:45:30,12.36909485
03/26/2018 01:46:00,12.36909485
03/26/2018 01:46:30,12.36909485
03/26/2018 01:47:00,12.36909485
03/26/2018 01:47:30,12.36909485
03/26/2018 01:48:00,12.36909485
03/26/2018 01:48:30,12.36909485
03/26/2018 01:49:00,12.36909485
03/26/2018 01:49:30,12.36909485
03/26/2018 01:50:00,12.36909485
03/26/2018 01:50:30,12.36909485
03/26/2018 01:51:00,12.36909485
03/26/2018 01:51:30,12.36909485
03/26/2018 01:52:00,12.36909485
03/26/2018 01:52:30,12.36909485
03/26/2018 01:53:00,12.36909485
03/26/2018 01:53:30,12.36909485
03/26/2018 01:54:00,12.36909485
03/26/2018 01:54:30,12.36909485
03/26/2018 01:55:00,12.36909485
03/26/2018 01:55:30,12.36909485
03/26/2018 01:56:00,12.36909485
03/26/2018 01:56:30,12.36909485
03/26/2018 01:57:00,12.36909485
03/26/2018 01:57:30,12.36909485
03/26/2018 01:58:00,12.36909485
03/26/2018 01:58:30,12.36909485
03/26/2018 01:59:00,12.36909485
03/26/2018 01:59:30,12.36909485
03/26/2018 02:00:00,12.36909485
03/26/2018 02:00:30,12.21949291
03/26/2018 02:01:00,12.21949291
03/26/2018 02:01:30,12.21949291
03/26/2018 02:02:00,12.21949291
03/26/2018 02:02:30,12.21949291
03/26/2018 02:03:00,12.21949291
03/26/2018 02:03:30,12.21949291
03/26/2018 02:04:00,12.21949291
03/26/2018 02:04:30,12.21949291
03/26/2018 02:05:00,12.21949291
03/26/2018 02:05:30,12.21949291
03/26/2018 02:06:00,12.21949291
03/26/2018 02:06:30,12.21949291
03/26/2018 02:07:00,12.21949291
03/26/2018 02:07:30,12.21949291
03/26/2018 02:08:00,12.21949291
03/26/2018 02:08:30,12.21949291
03/26/2018 02:09:00,12.21949291
03/26/2018 02:09:30,12.21949291
03/26/2018 02:10:00,12.21949291
03/26/2018 02:10:30,12.21949291
03/26/2018 02:11:00,12.21949291
03/26/2018 02:11:30,12.21949291
03/26/2018 02:12:00,12.21949291
03/26/2018 02:12:30,12.21949291
03/26/2018 02:13:00,12.21949291
03/26/2018 02:13:30,12.21949291
03/26/2018 02:14:00,12.21949291
03/26/2018 02:14:30,12.21949291
03/26/2018 02:15:00,12.21949291
03/26/2018 02:15:30,11.86300373
03/26/2018 02:16:00,11.86300373
03/26/2018 02:16:30,11.86300373
03/26/2018 02:17:00,11.86300373
03/26/2018 02:17:30,11.86300373
03/26/2018 02:18:00,11.86300373
03/26/2018 02:18:30,11.86300373
03/26/2018 02:19:00,11.86300373
03/26/2018 02:19:30,11.86300373
03/26/2018 02:20:00,11.86300373
03/26/2018 02:20:30,11.86300373
03/26/2018 02:21:00,11.86300373
03/26/2018 02:21:30,11.86300373
03/26/2018 02:22:00,11.86300373
03/26/2018 02:22:30,11.86300373
03/26/2018 02:23:00,11.86300373
03/26/2018 02:23:30,11.86300373
03/26/2018 02:24:00,11.86300373
03/26/2018 02:24:30,11.86300373
03/26/2018 02:25:00,11.86300373
03/26/2018 02:25:30,11.86300373
03/26/2018 02:26:00,11.86300373
03/26/2018 02:26:30,11.86300373
03/26/2018 02:27:00,11.86300373
03/26/2018 02:27:30,11.86300373
03/26/2018 02:28:00,11.86300373
03/26/2018 02:28:30,11.86300373
03/26/2018 02:29:00,11.86300373
03/26/2018 02:29:30,11.86300373
03/26/2018 02:30:00,11.86300373
03/26/2018 02:30:30,12.19417858
03/26/2018 02:31:00,12.19417858
03/26/2018 02:31:30,12.19417858
03/26/2018 02:32:00,12.19417858
03/26/2018 02:32:30,12.19417858
03/26/2018 02:33:00,12.19417858
03/26/2018 02:33:30,12.19417858
03/26/2018 02:34:00,12.19417858
03/26/2018 02:34:30,12.19417858
03/26/2018 02:35:00,12.19417858
03/26/2018 02:35:30,12.19417858
03/26/2018 02:36:00,12.19417858
03/26/2018 02:36:30,12.19417858
03/26/2018 02:37:00,12.19417858
03/26/2018 02:37:30,12.19417858
03/26/2018 02:38:00,12.19417858
03/26/2018 02:38:30,12.19417858
03/26/2018 02:39:00,12.19417858
03/26/2018 02:39:30,12.19417858
03/26/2018 02:40:00,12.19417858
03/26/2018 02:40:30,12.19417858
03/26/2018 02:41:00,12.19417858
03/26/2018 02:41:30,12.19417858
03/26/2018 02:42:00,12.19417858
03/26/2018 02:42:30,12.19417858
03/26/2018 02:43:00,12.19417858
03/26/2018 02:43:30,12.19417858
03/26/2018 02:44:00,12.19417858
03/26/2018 02:44:30,12.19417858
03/26/2018 02:45:00,12.19417858
03/26/2018 02:45:30,12.17433739
03/26/2018 02:46:00,12.17433739
03/26/2018 02:46:30,12.17433739
03/26/2018 02:47:00,12.17433739
03/26/2018 02:47:30,12.17433739
03/26/2018 02:48:00,12.17433739
03/26/2018 02:48:30,12.17433739
03/26/2018 02:49:00,12.17433739
03/26/2018 02:49:30,12.17433739
03/26/2018 02:50:00,12.17433739
03/26/2018 02:50:30,12.17433739
03/26/2018 02:51:00,12.17433739
03/26/2018 02:51:30,12.17433739
03/26/2018 02:52:00,12.17433739
03/26/2018 02:52:30,12.17433739
03/26/2018 02:53:00,12.17433739
03/26/2018 02:53:30,12.17433739
03/26/2018 02:54:00,12.17433739
03/26/2018 02:54:30,12.17433739
03/26/2018 02:55:00,12.17433739
03/26/2018 02:55:30,12.17433739
03/26/2018 02:56:00,12.17433739
03/26/2018 02:56:30,12.17433739
03/26/2018 02:57:00,12.17433739
03/26/2018 02:57:30,12.17433739
03/26/2018 02:58:00,12.17433739
03/26/2018 02:58:30,12.17433739
03/26/2018 02:59:00,12.17433739
03/26/2018 02:59:30,12.17433739
03/26/2018 03:00:00,12.17433739
03/26/2018 03:00:30,12.45242214
03/26/2018 03:01:00,12.45242214
03/26/2018 03:01:30,12.45242214
03/26/2018 03:02:00,12.45242214
03/26/2018 03:02:30,12.45242214
03/26/2018 03:03:00,12.45242214
03/26/2018 03:03:30,12.45242214
03/26/2018 03:04:00,12.45242214
03/26/2018 03:04:30,12.45242214
03/26/2018 03:05:00,12.45242214
03/26/2018 03:05:30,12.45242214
03/26/2018 03:06:00,12.45242214
03/26/2018 03:06:30,12.45242214
03/26/2018 03:07:00,12.45242214
03/26/2018 03:07:30,12.45242214
03/26/2018 03:08:00,12.45242214
03/26/2018 03:08:30,12.45242214
03/26/2018 03:09:00,12.45242214
03/26/2018 03:09:30,12.45242214
03/26/2018 03:10:00,12.45242214
03/26/2018 03:10:30,12.45242214
03/26/2018 03:11:00,12.45242214
03/26/2018 03:11:30,12.45242214
03/26/2018 03:12:00,12.45242214
03/26/2018 03:12:30,12.45242214
03/26/2018 03:13:00,12.45242214
03/26/2018 03:13:30,12.45242214
03/26/2018 03:14:00,12.45242214
03/26/2018 03:14:30,12.45242214
03/26/2018 03:15:00,12.45242214
03/26/2018 03:15:30,12.14958
03/26/2018 03:16:00,12.14958
03/26/2018 03:16:30,12.14958
03/26/2018 03:17:00,12.14958
03/26/2018 03:17:30,12.14958
03/26/2018 03:18:00,12.14958
03/26/2018 03:18:30,12.14958
03/26/2018 03:19:00,12.14958
03/26/2018 03:19:30,12.14958
03/26/2018 03:20:00,12.14958
03/26/2018 03:20:30,12.14958
03/26/2018 03:21:00,12.14958
03/26/2018 03:21:30,12.14958
03/26/2018 03:22:00,12.14958
03/26/2018 03:22:30,12.14958
03/26/2018 03:23:00,12.14958
03/26/2018 03:23:30,12.14958
03/26/2018 03:24:00,12.14958
03/26/2018 03:24:30,12.14958
03/26/2018 03:25:00,12.14958
03/26/2018 03:25:30,12.14958
03/26/2018 03:26:00,12.14958
03/26/2018 03:26:30,12.14958
03/26/2018 03:27:00,12.14958
03/26/2018 03:27:30,12.14958
03/26/2018 03:28:00,12.14958
03/26/2018 03:28:30,12.14958
03/26/2018 03:29:00,12.14958
03/26/2018 03:29:30,12.14958
03/26/2018 03:30:00,12.14958
03/26/2018 03:30:30,12.0080595
03/26/2018 03:31:00,12.0080595
03/26/2018 03:31:30,12.0080595
03/26/2018 03:32:00,12.0080595
03/26/2018 03:32:30,12.0080595
03/26/2018 03:33:00,12.0080595
03/26/2018 03:33:30,12.0080595
03/26/2018 03:34:00,12.0080595
03/26/2018 03:34:30,12.0080595
03/26/2018 03:35:00,12.0080595
03/26/2018 03:35:30,12.0080595
03/26/2018 03:36:00,12.0080595
03/26/2018 03:36:30,12.0080595
03/26/2018 03:37:00,12.0080595
03/26/2018 03:37:30,12.0080595
03/26/2018 03:38:00,12.0080595
03/26/2018 03:38:30,12.0080595
03/26/2018 03:39:00,12.0080595
03/26/2018 03:39:30,12.0080595
03/26/2018 03:40:00,12.0080595
03/26/2018 03:40:30,12.0080595
03/26/2018 03:41:00,12.0080595
03/26/2018 03:41:30,12.0080595
03/26/2018 03:42:00,12.0080595
03/26/2018 03:42:30,12.0080595
03/26/2018 03:43:00,12.0080595
03/26/2018 03:43:30,12.0080595
03/26/2018 03:44:00,12.0080595
03/26/2018 03:44:30,12.0080595
03/26/2018 03:45:00,12.0080595
03/26/2018 03:45:30,12.3078413
03/26/2018 03:46:00,12.3078413
03/26/2018 03:46:30,12.3078413
03/26/2018 03:47:00,12.3078413
03/26/2018 03:47:30,12.3078413
03/26/2018 03:48:00,12.3078413
03/26/2018 03:48:30,12.3078413
03/26/2018 03:49:00,12.3078413
03/26/2018 03:49:30,12.3078413
03/26/2018 03:50:00,12.3078413
03/26/2018 03:50:30,12.3078413
03/26/2018 03:51:00,12.3078413
03/26/2018 03:51:30,12.3078413
03/26/2018 03:52:00,12.3078413
03/26/2018 03:52:30,12.3078413
03/26/2018 03:53:00,12.3078413
03/26/2018 03:53:30,12.3078413
03/26/2018 03:54:00,12.3078413
03/26/2018 03:54:30,12.3078413
03/26/2018 03:55:00,12.3078413
03/26/2018 03:55:30,12.3078413
03/26/2018 03:56:00,12.3078413
03/26/2018 03:56:30,12.3078413
03/26/2018 03:57:00,12.3078413
03/26/2018 03:57:30,12.3078413
03/26/2018 03:58:00,12.3078413
03/26/2018 03:58:30,12.3078413
03/26/2018 03:59:00,12.3078413
03/26/2018 03:59:30,12.3078413
03/26/2018 04:00:00,12.3078413
03/26/2018 04:00:30,12.08313751
03/26/2018 04:01:00,12.08313751
03/26/2018 04:01:30,12.08313751
03/26/2018 04:02:00,12.08313751
03/26/2018 04:02:30,12.08313751
03/26/2018 04:03:00,12.08313751
03/26/2018 04:03:30,12.08313751
03/26/2018 04:04:00,12.08313751
03/26/2018 04:04:30,12.08313751
03/26/2018 04:05:00,12.08313751
03/26/2018 04:05:30,12.08313751
03/26/2018 04:06:00,12.08313751
03/26/2018 04:06:30,12.08313751
03/26/2018 04:07:00,12.08313751
03/26/2018 04:07:30,12.08313751
03/26/2018 04:08:00,12.08313751
03/26/2018 04:08:30,12.08313751
03/26/2018 04:09:00,12.08313751
03/26/2018 04:09:30,12.08313751
03/26/2018 04:10:00,12.08313751
03/26/2018 04:10:30,12.08313751
03/26/2018 04:11:00,12.08313751
03/26/2018 04:11:30,12.08313751
03/26/2018 04:12:00,12.08313751
03/26/2018 04:12:30,12.08313751
03/26/2018 04:13:00,12.08313751
03/26/2018 04:13:30,12.08313751
03/26/2018 04:14:00,12.08313751
03/26/2018 04:14:30,12.08313751
03/26/2018 04:15:00,12.08313751
03/26/2018 04:15:30,12.36600971
03/26/2018 04:16:00,12.36600971
03/26/2018 04:16:30,12.36600971
03/26/2018 04:17:00,12.36600971
03/26/2018 04:17:30,12.36600971
03/26/2018 04:18:00,12.36600971
03/26/2018 04:18:30,12.36600971
03/26/2018 04:19:00,12.36600971
03/26/2018 04:19:30,12.36600971
03/26/2018 04:20:00,12.36600971
03/26/2018 04:20:30,12.36600971
03/26/2018 04:21:00,12.36600971
03/26/2018 04:21:30,12.36600971
03/26/2018 04:22:00,12.36600971
03/26/2018 04:22:30,12.36600971
03/26/2018 04:23:00,12.36600971
03/26/2018 04:23:30,12.36600971
03/26/2018 04:24:00,12.36600971
03/26/2018 04:24:30,12.36600971
03/26/2018 04:25:00,12.36600971
03/26/2018 04:25:30,12.36600971
03/26/2018 04:26:00,12.36600971
03/26/2018 04:26:30,12.36600971
03/26/2018 04:27:00,12.36600971
03/26/2018 04:27:30,12.36600971
03/26/2018 04:28:00,12.36600971
03/26/2018 04:28:30,12.36600971
03/26/2018 04:29:00,12.36600971
03/26/2018 04:29:30,12.36600971
03/26/2018 04:30:00,12.36600971
03/26/2018 04:30:30,12.37320805
03/26/2018 04:31:00,12.37320805
03/26/2018 04:31:30,12.37320805
03/26/2018 04:32:00,12.37320805
03/26/2018 04:32:30,12.37320805
03/26/2018 04:33:00,12.37320805
03/26/2018 04:33:30,12.37320805
03/26/2018 04:34:00,12.37320805
03/26/2018 04:34:30,12.37320805
03/26/2018 04:35:00,12.37320805
03/26/2018 04:35:30,12.37320805
03/26/2018 04:36:00,12.37320805
03/26/2018 04:36:30,12.37320805
03/26/2018 04:37:00,12.37320805
03/26/2018 04:37:30,12.37320805
03/26/2018 04:38:00,12.37320805
03/26/2018 04:38:30,12.37320805
03/26/2018 04:39:00,12.37320805
03/26/2018 04:39:30,12.37320805
03/26/2018 04:40:00,12.37320805
03/26/2018 04:40:30,12.37320805
03/26/2018 04:41:00,12.37320805
03/26/2018 04:41:30,12.37320805
03/26/2018 04:42:00,12.37320805
03/26/2018 04:42:30,12.37320805
03/26/2018 04:43:00,12.37320805
03/26/2018 04:43:30,12.37320805
03/26/2018 04:44:00,12.37320805
03/26/2018 04:44:30,12.37320805
03/26/2018 04:45:00,12.37320805
03/26/2018 04:45:30,11.92563248
03/26/2018 04:46:00,11.92563248
03/26/2018 04:46:30,11.92563248
03/26/2018 04:47:00,11.92563248
03/26/2018 04:47:30,11.92563248
03/26/2018 04:48:00,11.92563248
03/26/2018 04:48:30,11.92563248
03/26/2018 04:49:00,11.92563248
03/26/2018 04:49:30,11.92563248
03/26/2018 04:50:00,11.92563248
03/26/2018 04:50:30,11.92563248
03/26/2018 04:51:00,11.92563248
03/26/2018 04:51:30,11.92563248
03/26/2018 04:52:00,11.92563248
03/26/2018 04:52:30,11.92563248
03/26/2018 04:53:00,11.92563248
03/26/2018 04:53:30,11.92563248
03/26/2018 04:54:00,11.92563248
03/26/2018 04:54:30,11.92563248
03/26/2018 04:55:00,11.92563248
03/26/2018 04:55:30,11.92563248
03/26/2018 04:56:00,11.92563248
03/26/2018 04:56:30,11.92563248
03/26/2018 04:57:00,11.92563248
03/26/2018 04:57:30,11.92563248
03/26/2018 04:58:00,11.92563248
03/26/2018 04:58:30,11.92563248
03/26/2018 04:59:00,11.92563248
03/26/2018 04:59:30,11.92563248
03/26/2018 05:00:00,11.92563248
03/26/2018 05:00:30,12.09500504
03/26/2018 05:01:00,12.09500504
03/26/2018 05:01:30,12.09500504
03/26/2018 05:02:00,12.09500504
03/26/2018 05:02:30,12.09500504
03/26/2018 05:03:00,12.09500504
03/26/2018 05:03:30,12.09500504
03/26/2018 05:04:00,12.09500504
03/26/2018 05:04:30,12.09500504
03/26/2018 05:05:00,12.09500504
03/26/2018 05:05:30,12.09500504
03/26/2018 05:06:00,12.09500504
03/26/2018 05:06:30,12.09500504
03/26/2018 05:07:00,12.09500504
03/26/2018 05:07:30,12.09500504
03/26/2018 05:08:00,12.09500504
03/26/2018 05:08:30,12.09500504
03/26/2018 05:09:00,12.09500504
03/26/2018 05:09:30,12.09500504
03/26/2018 05:10:00,12.09500504
03/26/2018 05:10:30,12.09500504
03/26/2018 05:11:00,12.09500504
03/26/2018 05:11:30,12.09500504
03/26/2018 05:12:00,12.09500504
03/26/2018 05:12:30,12.09500504
03/26/2018 05:13:00,12.09500504
03/26/2018 05:13:30,12.09500504
03/26/2018 05:14:00,12.09500504
03/26/2018 05:14:30,12.09500504
03/26/2018 05:15:00,12.09500504
03/26/2018 05:15:30,12.32133389
03/26/2018 05:16:00,12.32133389
03/26/2018 05:16:30,12.32133389
03/26/2018 05:17:00,12.32133389
03/26/2018 05:17:30,12.32133389
03/26/2018 05:18:00,12.32133389
03/26/2018 05:18:30,12.32133389
03/26/2018 05:19:00,12.32133389
03/26/2018 05:19:30,12.32133389
03/26/2018 05:20:00,12.32133389
03/26/2018 05:20:30,12.32133389
03/26/2018 05:21:00,12.32133389
03/26/2018 05:21:30,12.32133389
03/26/2018 05:22:00,12.32133389
03/26/2018 05:22:30,12.32133389
03/26/2018 05:23:00,12.32133389
03/26/2018 05:23:30,12.32133389
03/26/2018 05:24:00,12.32133389
03/26/2018 05:24:30,12.32133389
03/26/2018 05:25:00,12.32133389
03/26/2018 05:25:30,12.32133389
03/26/2018 05:26:00,12.32133389
03/26/2018 05:26:30,12.32133389
03/26/2018 05:27:00,12.32133389
03/26/2018 05:27:30,12.32133389
03/26/2018 05:28:00,12.32133389
03/26/2018 05:28:30,12.32133389
03/26/2018 05:29:00,12.32133389
03/26/2018 05:29:30,12.32133389
03/26/2018 05:30:00,12.32133389
03/26/2018 05:30:30,12.1387682
03/26/2018 05:31:00,12.1387682
03/26/2018 05:31:30,12.1387682
03/26/2018 05:32:00,12.1387682
03/26/2018 05:32:30,12.1387682
03/26/2018 05:33:00,12.1387682
03/26/2018 05:33:30,12.1387682
03/26/2018 05:34:00,12.1387682
03/26/2018 05:34:30,12.1387682
03/26/2018 05:35:00,12.1387682
03/26/2018 05:35:30,12.1387682
03/26/2018 05:36:00,12.1387682
03/26/2018 05:36:30,12.1387682
03/26/2018 05:37:00,12.1387682
03/26/2018 05:37:30,12.1387682
03/26/2018 05:38:00,12.1387682
03/26/2018 05:38:30,12.1387682
03/26/2018 05:39:00,12.1387682
03/26/2018 05:39:30,12.1387682
03/26/2018 05:40:00,12.1387682
03/26/2018 05:40:30,12.1387682
03/26/2018 05:41:00,12.1387682
03/26/2018 05:41:30,12.1387682
03/26/2018 05:42:00,12.1387682
03/26/2018 05:42:30,12.1387682
03/26/2018 05:43:00,12.1387682
03/26/2018 05:43:30,12.1387682
03/26/2018 05:44:00,12.1387682
03/26/2018 05:44:30,12.1387682
03/26/2018 05:45:00,12.1387682
03/26/2018 05:45:30,11.81227684
03/26/2018 05:46:00,11.81227684
03/26/2018 05:46:30,11.81227684
03/26/2018 05:47:00,11.81227684
03/26/2018 05:47:30,11.81227684
03/26/2018 05:48:00,11.81227684
03/26/2018 05:48:30,11.81227684
03/26/2018 05:49:00,11.81227684
03/26/2018 05:49:30,11.81227684
03/26/2018 05:50:00,11.81227684
03/26/2018 05:50:30,11.81227684
03/26/2018 05:51:00,11.81227684
03/26/2018 05:51:30,11.81227684
03/26/2018 05:52:00,11.81227684
03/26/2018 05:52:30,11.81227684
03/26/2018 05:53:00,11.81227684
03/26/2018 05:53:30,11.81227684
03/26/2018 05:54:00,11.81227684
03/26/2018 05:54:30,11.81227684
03/26/2018 05:55:00,11.81227684
03/26/2018 05:55:30,11.81227684
03/26/2018 05:56:00,11.81227684
03/26/2018 05:56:30,11.81227684
03/26/2018 05:57:00,11.81227684
03/26/2018 05:57:30,11.81227684
03/26/2018 05:58:00,11.81227684
03/26/2018 05:58:30,11.81227684
03/26/2018 05:59:00,11.81227684
03/26/2018 05:59:30,11.81227684
03/26/2018 06:00:00,11.81227684
03/26/2018 06:00:30,12.00551891
03/26/2018 06:01:00,12.00551891
03/26/2018 06:01:30,12.00551891
03/26/2018 06:02:00,12.00551891
03/26/2018 06:02:30,12.00551891
03/26/2018 06:03:00,12.00551891
03/26/2018 06:03:30,12.00551891
03/26/2018 06:04:00,12.00551891
03/26/2018 06:04:30,12.00551891
03/26/2018 06:05:00,12.00551891
03/26/2018 06:05:30,12.00551891
03/26/2018 06:06:00,12.00551891
03/26/2018 06:06:30,12.00551891
03/26/2018 06:07:00,12.00551891
03/26/2018 06:07:30,12.00551891
