momento,vibracao
01/16/2018 18:10:17,0.798444092
01/16/2018 18:11:19,0.798444092
01/16/2018 18:12:21,1.999986053
01/16/2018 18:16:29,2.093008757
01/16/2018 18:17:31,0.093022607
01/16/2018 18:26:49,0.108526379
01/16/2018 18:27:51,1.999986053
01/16/2018 22:57:33,2.193783283
01/17/2018 00:29:31,2.170527458
01/17/2018 02:16:59,2.093008757
01/17/2018 05:55:01,2.1782794
01/17/2018 07:28:01,2.147271872
01/17/2018 07:34:13,2.286805868
01/17/2018 07:35:15,2.054249287
01/17/2018 10:00:57,2.054249287
01/17/2018 10:01:59,3.116257429
01/17/2018 10:03:01,3.116257429
01/17/2018 10:04:03,2.348820925
01/17/2018 10:16:27,,-02
01/17/2018 10:23:41,2.36432457
01/17/2018 12:23:33,2.279053926
01/17/2018 12:25:37,2.124016285
01/17/2018 12:32:51,2.333317041
01/17/2018 13:32:47,2.25579834
01/17/2018 13:33:49,,-02
01/17/2018 13:42:05,2.209286928
01/17/2018 13:45:11,2.186031342
01/17/2018 13:47:51,2.240294456
01/17/2018 13:48:53,,-02
01/17/2018 13:55:05,2.240294456
01/17/2018 13:58:11,2.263550282
01/17/2018 13:59:13,,-02
01/17/2018 14:46:45,2.325565338
01/17/2018 15:52:53,2.170527458
01/17/2018 15:53:55,,-02
01/17/2018 15:58:03,2.186031342
01/18/2018 00:14:03,2.224790812
01/18/2018 09:20:41,2.25579834
01/18/2018 09:21:43,,-02
01/18/2018 09:23:47,2.263550282
01/18/2018 10:14:25,2.240294456
01/18/2018 10:15:27,,-02
01/18/2018 10:21:39,2.348820925
01/18/2018 12:03:57,2.13951993
01/18/2018 13:52:27,2.062001228
01/18/2018 13:53:29,Bad
01/18/2018 13:55:33,2.13951993
01/18/2018 14:18:17,2.147271872
01/18/2018 14:19:19,Bad
01/18/2018 14:22:25,2.093008757
01/18/2018 19:30:21,1.930219173
01/19/2018 06:32:43,1.999986053
01/19/2018 07:14:03,1.914715409
01/19/2018 09:04:37,2.054249287
01/19/2018 10:03:31,1.984482288
01/19/2018 16:17:35,1.937970996
01/19/2018 16:18:37,,-02
01/19/2018 16:25:51,1.899211645
01/19/2018 22:46:07,2.023241758
01/20/2018 00:11:53,2.077504873
01/20/2018 02:21:03,1.922467232
01/20/2018 05:53:55,1.99223423
01/20/2018 06:59:01,2.077504873
01/20/2018 13:19:17,1.99223423
01/20/2018 21:13:35,2.0309937
01/20/2018 22:10:25,2.100760698
01/21/2018 01:18:29,2.25579834
01/21/2018 05:39:55,2.224790812
01/21/2018 07:18:05,2.186031342
01/21/2018 12:13:37,2.48060298
01/21/2018 17:47:23,2.310061455
01/21/2018 19:57:35,2.341068983
01/21/2018 20:08:57,1.999986053
01/21/2018 20:12:03,2.44184351
01/21/2018 20:35:49,2.40308404
01/22/2018 01:34:27,2.356572866
01/22/2018 02:43:41,2.410835981
01/22/2018 05:49:41,2.372076511
01/22/2018 05:52:47,2.550369978
01/22/2018 05:53:49,2.29455781
01/22/2018 08:52:35,2.395332098
01/22/2018 09:37:01,2.379828453
01/22/2018 10:44:11,2.224790812
01/22/2018 11:45:09,2.40308404
01/22/2018 14:32:33,2.1782794
01/22/2018 16:00:23,2.395332098
01/22/2018 16:54:07,2.21703887
01/22/2018 18:52:57,2.333317041
01/22/2018 19:46:41,2.573625565
01/22/2018 19:51:51,2.449595451
01/22/2018 21:26:55,2.310061455
01/23/2018 00:49:27,2.341068983
01/23/2018 03:38:55,2.317813396
01/23/2018 04:49:11,2.108512402
01/23/2018 05:31:33,1.976730466
01/23/2018 05:48:05,2.387580395
01/23/2018 08:21:01,2.147271872
01/23/2018 09:55:03,2.465099096
01/23/2018 09:56:05,1.271309018
01/23/2018 09:57:07,1.713166356
01/23/2018 10:45:41,1.937970996
01/23/2018 10:54:59,1.899211645
01/23/2018 11:56:59,1.713166356
01/23/2018 12:41:25,1.620143771
01/23/2018 14:29:55,1.596888185
01/23/2018 16:59:45,1.682158828
01/23/2018 18:21:23,1.744173884
01/23/2018 18:55:29,1.604640007
01/23/2018 18:57:33,1.906963468
01/23/2018 18:58:35,1.682158828
01/23/2018 19:37:51,1.751925826
01/23/2018 22:16:59,1.720918298
01/23/2018 22:43:51,1.844948411
01/24/2018 00:18:55,1.837196589
01/24/2018 00:34:25,1.798437119
01/24/2018 00:48:53,1.813940883
01/24/2018 01:57:05,1.744173884
01/24/2018 02:00:11,1.899211645
01/24/2018 02:30:09,1.922467232
01/24/2018 02:41:31,1.736422062
01/24/2018 02:43:35,1.961226702
01/24/2018 03:39:23,1.736422062
01/24/2018 04:26:55,1.837196589
01/24/2018 04:28:59,1.643399477
01/24/2018 04:37:15,1.80618906
01/24/2018 06:23:41,1.829444647
01/24/2018 08:29:45,1.705414534
01/24/2018 08:31:49,1.945722938
01/24/2018 08:57:39,1.798437119
01/24/2018 10:03:47,1.674407005
01/24/2018 10:05:51,1.945722938
01/24/2018 10:38:55,1.705414534
01/24/2018 11:23:21,1.713166356
01/24/2018 11:31:37,1.790685296
01/24/2018 12:35:41,1.775181413
01/24/2018 12:51:11,1.837196589
01/24/2018 14:28:19,1.782933354
01/24/2018 14:54:09,1.837196589
01/24/2018 14:55:11,1.565880656
01/24/2018 15:05:31,1.813940883
01/24/2018 15:22:03,1.604640007
01/24/2018 15:24:07,1.751925826
01/24/2018 15:52:01,1.627895713
01/24/2018 15:54:05,1.713166356
01/24/2018 17:01:15,1.697662592
01/24/2018 18:16:41,1.720918298
01/24/2018 18:45:37,1.658903241
01/24/2018 19:30:03,1.705414534
01/24/2018 20:05:11,1.883707881
01/24/2018 20:06:13,1.658903241
01/24/2018 22:46:23,1.922467232
01/24/2018 23:13:15,1.821692824
01/25/2018 00:23:31,1.860452175
01/25/2018 00:28:41,1.860452175
01/25/2018 00:30:45,1.736422062
01/25/2018 00:32:49,1.852700353
01/25/2018 00:52:27,1.906963468
01/25/2018 01:02:47,1.713166356
01/25/2018 02:54:23,1.790685296
01/25/2018 03:03:41,1.837196589
01/25/2018 03:59:29,2.046497345
01/25/2018 04:00:31,1.821692824
01/25/2018 05:22:09,1.782933354
01/25/2018 05:23:11,1.99223423
01/25/2018 05:25:15,1.736422062
01/25/2018 06:33:27,1.914715409
01/25/2018 07:10:39,1.713166356
01/25/2018 08:01:17,1.899211645
01/25/2018 10:05:17,1.720918298
01/25/2018 10:08:23,1.798437119
01/25/2018 10:16:39,1.999986053
01/25/2018 10:17:41,1.790685296
01/25/2018 11:42:25,1.852700353
01/25/2018 12:20:39,1.813940883
01/25/2018 13:09:13,1.790685296
01/25/2018 13:34:01,1.666655064
01/25/2018 13:35:03,,-02
01/25/2018 13:37:07,1.775181413
01/25/2018 13:53:39,1.713166356
01/25/2018 13:54:41,,-02
01/25/2018 13:55:43,1.751925826
01/25/2018 13:56:45,Bad
01/25/2018 13:58:49,1.751925826
01/25/2018 14:38:05,1.697662592
01/25/2018 14:44:17,1.627895713
01/25/2018 14:45:19,,-02
01/25/2018 14:52:33,1.666655064
01/25/2018 16:00:45,1.682158828
01/25/2018 16:01:47,,-02
01/26/2018 10:14:01,1.798437119
01/26/2018 10:29:31,1.790685296
01/26/2018 10:30:33,,-02
01/26/2018 10:37:47,1.759677649
01/26/2018 10:39:51,1.751925826
01/26/2018 10:40:53,,-02
01/26/2018 11:22:13,1.875955939
01/26/2018 12:09:45,1.643399477
01/26/2018 12:12:51,1.914715409
01/26/2018 12:13:53,1.697662592
01/26/2018 13:42:45,1.72867012
01/26/2018 14:24:05,1.744173884
01/26/2018 14:25:07,,-02
01/26/2018 14:49:55,1.627895713
01/26/2018 14:57:09,1.612391949
01/26/2018 14:58:11,,-02
01/26/2018 15:04:23,1.612391949
01/26/2018 15:25:03,1.80618906
01/26/2018 15:26:05,1.573632479
01/26/2018 16:07:25,1.550376773
01/26/2018 16:11:33,1.689910769
01/26/2018 18:02:07,1.674407005
01/26/2018 19:37:11,1.682158828
01/26/2018 20:04:03,1.604640007
01/26/2018 20:05:05,1.852700353
01/26/2018 20:41:15,1.736422062
01/26/2018 21:41:11,1.782933354
01/26/2018 22:15:17,1.852700353
01/26/2018 23:35:53,1.844948411
01/26/2018 23:48:17,1.891459703
01/26/2018 23:52:25,1.736422062
01/27/2018 01:16:07,1.658903241
01/27/2018 01:18:11,1.930219173
01/27/2018 01:28:31,1.643399477
01/27/2018 02:39:49,1.736422062
01/27/2018 03:24:15,1.906963468
01/27/2018 03:25:17,1.643399477
01/27/2018 05:21:01,1.813940883
01/27/2018 05:23:05,1.643399477
01/27/2018 05:26:11,1.875955939
01/27/2018 06:55:03,1.775181413
01/27/2018 08:10:29,1.844948411
01/27/2018 08:20:49,1.658903241
01/27/2018 09:41:25,1.736422062
01/27/2018 15:19:19,1.891459703
01/27/2018 16:18:13,1.589136243
01/27/2018 17:48:07,1.604640007
01/27/2018 18:11:53,1.775181413
01/27/2018 19:15:57,1.736422062
01/27/2018 20:08:39,1.682158828
01/27/2018 20:11:45,1.798437119
01/27/2018 20:43:47,1.736422062
01/27/2018 20:45:51,1.999986053
01/27/2018 20:46:53,1.72867012
01/27/2018 21:01:21,1.999986053
01/27/2018 21:02:23,1.72867012
01/27/2018 21:28:13,1.736422062
01/27/2018 21:30:17,1.968978524
01/27/2018 21:40:37,1.751925826
01/27/2018 23:21:53,1.899211645
01/28/2018 01:45:31,1.813940883
01/28/2018 02:07:13,1.80618906
01/28/2018 02:10:19,2.038745642
01/28/2018 02:12:23,1.813940883
01/28/2018 02:59:55,1.682158828
01/28/2018 03:18:31,1.76742959
01/28/2018 03:42:17,1.883707881
01/28/2018 05:03:55,1.689910769
01/28/2018 05:05:59,1.95347476
01/28/2018 05:16:19,1.643399477
01/28/2018 06:00:45,1.72867012
01/28/2018 06:52:25,1.689910769
01/28/2018 06:55:31,1.961226702
01/28/2018 07:09:59,1.782933354
01/28/2018 07:53:23,1.72867012
01/28/2018 07:56:29,1.961226702
01/28/2018 08:03:43,1.643399477
01/28/2018 08:05:47,1.899211645
01/28/2018 09:01:35,1.658903241
01/28/2018 09:13:59,1.968978524
01/28/2018 09:19:09,1.620143771
01/28/2018 09:28:27,1.775181413
01/28/2018 09:29:29,2.054249287
01/28/2018 09:40:51,1.674407005
01/28/2018 09:41:53,1.914715409
01/28/2018 10:00:29,1.658903241
01/28/2018 10:01:31,1.930219173
01/28/2018 10:05:39,1.937970996
01/28/2018 10:06:41,1.674407005
01/28/2018 10:51:07,1.891459703
01/28/2018 10:53:11,1.643399477
01/28/2018 10:56:17,1.875955939
01/28/2018 12:08:37,1.658903241
01/28/2018 12:11:43,1.875955939
01/28/2018 12:41:41,1.573632479
01/28/2018 12:42:43,1.860452175
01/28/2018 12:57:11,1.713166356
01/28/2018 13:18:53,1.658903241
01/28/2018 13:19:55,2.434091568
01/28/2018 13:20:57,2.434091568
01/28/2018 13:21:59,0.108526379
01/31/2018 14:22:17,0.077518843
01/31/2018 14:23:19,,-02
01/31/2018 14:30:33,0.085270725
02/01/2018 14:05:11,0.054263189
02/01/2018 14:06:13,0.356586665
02/01/2018 14:08:17,0.356586665
02/01/2018 14:09:19,1.99223423
02/01/2018 14:16:33,1.682158828
02/01/2018 17:03:57,1.922467232
02/01/2018 17:16:21,1.961226702
02/01/2018 17:19:27,2.193783283
02/01/2018 17:22:33,1.914715409
02/01/2018 18:12:09,2.077504873
02/01/2018 18:43:09,2.162775755
02/01/2018 18:48:19,2.007738113
02/01/2018 20:00:39,2.100760698
02/02/2018 01:01:21,2.007738113
02/02/2018 01:08:35,2.279053926
02/02/2018 03:14:39,2.023241758
02/02/2018 04:20:47,2.201534986
02/02/2018 08:37:03,2.093008757
02/02/2018 11:40:59,2.015489817
02/02/2018 16:11:43,1.968978524
02/02/2018 16:12:45,,-01
02/02/2018 16:14:49,2.015489817
02/02/2018 19:06:21,2.201534986
02/02/2018 19:11:31,2.131768227
02/02/2018 21:07:15,2.007738113
02/02/2018 21:11:23,2.077504873
02/02/2018 23:30:53,1.999986053
02/03/2018 07:12:47,1.821692824
02/03/2018 11:12:31,1.782933354
02/03/2018 11:15:37,2.038745642
02/03/2018 12:34:09,1.775181413
02/03/2018 14:51:35,1.922467232
02/03/2018 16:33:53,1.860452175
02/03/2018 17:16:15,1.945722938
02/03/2018 18:48:13,2.201534986
02/03/2018 22:02:29,2.100760698
02/04/2018 02:40:27,2.302309513
02/04/2018 03:29:01,2.449595451
02/04/2018 03:30:03,3.744159937
02/04/2018 03:34:11,3.449588537
02/04/2018 03:35:13,0.116278261
02/04/2018 04:21:43,0.131782025
02/04/2018 04:22:45,3.488347769
02/04/2018 04:23:47,3.488347769
02/04/2018 04:24:49,0.201548994
02/04/2018 13:59:21,0.217052758
02/06/2018 13:53:03,0.054263189
02/06/2018 13:54:05,0.372090429
02/07/2018 22:32:15,0.364338547
02/08/2018 05:37:59,0.364338547
02/08/2018 12:10:39,0.232556522
02/08/2018 20:03:55,0.108526379
02/09/2018 09:25:47,0.201548994
02/09/2018 09:56:47,0.317827255
02/09/2018 10:01:57,0.077518843
02/09/2018 10:54:39,0.077518843
02/09/2018 10:55:41,0.364338547
02/09/2018 11:06:01,0.069766961
02/13/2018 03:44:35,,-02
02/13/2018 09:33:51,Bad
02/13/2018 09:34:53,,-02
02/13/2018 09:49:21,0.077518843
02/13/2018 09:50:23,,-02
02/13/2018 09:57:37,Bad
02/13/2018 09:58:39,,-02
02/13/2018 09:59:41,Bad
02/13/2018 10:01:45,0.085270725
02/13/2018 21:49:35,,-02
02/14/2018 10:43:33,Bad
02/14/2018 10:44:35,,-02
02/14/2018 10:49:45,Bad
02/14/2018 10:52:51,,-02
02/14/2018 13:28:53,Bad
02/14/2018 13:34:03,0.077518843
02/14/2018 21:11:49,0.093022607
02/14/2018 21:12:51,0.945729852
02/14/2018 21:14:55,Bad
02/14/2018 21:15:57,,-02
02/14/2018 23:48:53,Bad
02/14/2018 23:54:03,7.178244591
02/14/2018 23:56:07,Bad
02/14/2018 23:59:13,,-02
02/15/2018 00:00:15,Bad
02/15/2018 00:01:17,,-02
02/15/2018 00:10:35,Bad
02/15/2018 00:11:37,,-02
02/15/2018 10:37:49,0.077518843
02/17/2018 22:36:55,0.093022607
02/17/2018 22:37:57,Bad
02/17/2018 22:38:59,,-02
02/17/2018 22:56:33,0.108526379
02/18/2018 03:53:07,0.093022607
02/18/2018 03:54:09,,-02
02/18/2018 03:57:15,0.108526379
02/18/2018 04:08:37,0.085270725
02/18/2018 04:10:41,0.395346105
02/18/2018 04:11:43,,-02
02/18/2018 04:15:51,Bad
02/18/2018 04:17:55,6.27127409
02/18/2018 04:19:59,,-02
02/18/2018 12:25:39,0.116278261
02/20/2018 05:22:55,0.294571608
02/20/2018 06:38:21,0.364338547
02/21/2018 00:56:47,0.364338547
02/21/2018 06:54:19,0.286819726
02/21/2018 07:42:53,0.48836869
02/21/2018 07:57:21,0.511624336
02/21/2018 08:00:27,0.294571608
02/21/2018 08:35:35,0.395346105
02/21/2018 10:57:09,0.325579137
02/21/2018 23:06:41,0.434105515
02/22/2018 00:38:39,0.348834783
02/22/2018 01:30:19,0.248060286
02/22/2018 01:40:39,0.434105515
02/22/2018 01:45:49,0.534879982
02/22/2018 01:47:53,0.294571608
02/22/2018 01:50:59,0.511624336
02/22/2018 02:15:47,0.5271281
02/22/2018 02:27:09,0.418601751
02/22/2018 03:49:49,0.310075372
02/22/2018 04:07:23,0.372090429
02/22/2018 04:10:29,0.604646981
02/22/2018 04:12:33,0.372090429
02/22/2018 06:18:37,0.403097987
02/22/2018 09:55:37,0.364338547
02/22/2018 11:15:11,0.356586665
02/22/2018 11:48:15,0.348834783
02/22/2018 14:37:43,0.232556522
02/22/2018 14:38:45,,-01
02/22/2018 14:39:47,0.232556522
02/22/2018 17:07:33,0.364338547
02/22/2018 23:57:47,0.403097987
02/23/2018 05:42:55,0.372090429
02/23/2018 08:53:03,0.325579137
02/23/2018 08:54:05,1.95347476
02/23/2018 09:24:03,2.015489817
02/23/2018 09:25:05,0.116278261
02/23/2018 10:39:29,0.480616808
02/23/2018 10:40:31,,-01
02/23/2018 10:41:33,0.395346105
02/23/2018 13:36:11,0.333331019
02/23/2018 13:37:13,,-01
02/23/2018 13:39:17,0.333331019
02/23/2018 13:47:33,0.542631865
02/23/2018 13:48:35,,-01
02/23/2018 13:50:39,0.542631865
02/23/2018 13:52:43,,-01
02/23/2018 13:53:45,0.542631865
02/23/2018 13:55:49,0.542631865
02/23/2018 13:56:51,1.922467232
02/23/2018 15:41:13,2.170527458
02/23/2018 16:56:39,2.093008757
02/23/2018 16:57:41,0.116278261
02/23/2018 20:40:53,0.395346105
02/24/2018 00:42:41,0.457361162
02/24/2018 08:14:15,0.534879982
02/24/2018 08:31:49,0.356586665
02/24/2018 08:35:57,0.410849869
02/24/2018 12:46:01,0.403097987
02/24/2018 14:42:47,0.294571608
02/25/2018 07:11:41,0.426353633
02/25/2018 07:51:59,0.48836869
02/25/2018 07:53:01,0.248060286
02/25/2018 21:32:27,0.286819726
02/26/2018 10:00:35,0.232556522
02/26/2018 10:01:37,0.093022607
02/26/2018 12:49:47,0.093022607
02/26/2018 12:58:03,0.108526379
02/26/2018 13:36:33,0.255812168
02/26/2018 13:38:37,0.255812168
02/26/2018 13:39:39,1.961226702
02/26/2018 19:12:23,1.72867012
02/26/2018 19:34:05,1.852700353
02/26/2018 19:38:13,1.790685296
02/27/2018 00:00:41,1.899211645
02/27/2018 07:36:23,1.914715409
02/27/2018 11:27:51,1.837196589
02/27/2018 12:01:57,1.852700353
02/27/2018 14:09:03,1.891459703
02/27/2018 18:23:15,1.883707881
02/27/2018 18:42:53,1.821692824
02/28/2018 00:53:51,1.914715409
02/28/2018 07:29:37,1.99223423
02/28/2018 09:27:25,1.899211645
02/28/2018 09:28:27,0.108526379
02/28/2018 10:55:15,0.116278261
02/28/2018 10:56:17,1.480609894
02/28/2018 11:20:03,1.651151299
02/28/2018 11:23:09,1.472857952
02/28/2018 11:24:11,1.72867012
02/28/2018 11:53:07,1.604640007
02/28/2018 14:07:27,1.651151299
02/28/2018 14:08:29,,-01
02/28/2018 14:09:31,1.604640007
02/28/2018 16:26:57,1.596888185
02/28/2018 16:29:01,1.837196589
02/28/2018 16:30:03,1.565880656
02/28/2018 19:10:13,1.612391949
02/28/2018 19:13:19,1.844948411
02/28/2018 20:32:53,1.713166356
02/28/2018 20:40:07,1.821692824
02/28/2018 21:44:11,1.744173884
02/28/2018 22:57:33,1.744173884
02/28/2018 23:49:13,1.844948411
03/01/2018 00:20:13,1.713166356
03/01/2018 00:22:17,1.95347476
03/01/2018 00:25:23,1.736422062
03/01/2018 01:51:09,1.798437119
03/01/2018 02:23:11,1.782933354
03/01/2018 02:26:17,1.689910769
03/01/2018 02:27:19,1.930219173
03/01/2018 03:30:21,1.736422062
03/01/2018 04:20:59,1.937970996
03/01/2018 04:22:01,1.689910769
03/01/2018 05:09:33,1.883707881
03/01/2018 06:12:35,1.883707881
03/01/2018 07:49:43,1.80618906
03/01/2018 09:08:15,1.775181413
03/01/2018 09:22:27,1.682158828
03/01/2018 09:42:05,1.914715409
03/01/2018 09:45:11,1.658903241
03/01/2018 11:37:49,1.697662592
03/01/2018 14:07:39,1.604640007
03/01/2018 14:08:41,0
03/01/2018 14:09:43,1.72867012
03/01/2018 15:22:03,1.573632479
03/01/2018 18:30:07,1.658903241
03/01/2018 19:43:29,1.713166356
03/02/2018 01:07:57,1.798437119
03/02/2018 03:26:25,1.720918298
03/02/2018 06:00:23,1.922467232
03/02/2018 06:05:33,1.651151299
03/02/2018 06:08:39,1.720918298
03/02/2018 08:01:17,1.651151299
03/02/2018 11:03:09,1.751925826
03/02/2018 11:06:15,1.860452175
03/02/2018 11:13:29,1.58138442
03/02/2018 12:15:29,1.643399477
03/02/2018 13:50:33,1.775181413
03/02/2018 15:48:21,1.658903241
03/02/2018 15:51:27,1.449602365
03/02/2018 20:42:51,1.713166356
03/03/2018 00:47:45,1.868204117
03/03/2018 01:34:15,1.76742959
03/03/2018 02:36:15,1.80618906
03/03/2018 02:40:23,1.76742959
03/03/2018 03:42:23,1.627895713
03/03/2018 03:44:27,1.852700353
03/03/2018 06:16:21,1.682158828
03/03/2018 08:43:05,1.620143771
03/03/2018 08:46:11,1.837196589
03/03/2018 08:53:25,1.635647535
03/03/2018 10:22:17,1.775181413
03/03/2018 10:55:21,1.635647535
03/03/2018 11:05:41,1.80618906
03/03/2018 11:07:45,1.573632479
03/03/2018 11:35:39,1.527121186
03/03/2018 11:36:41,1.798437119
03/03/2018 12:15:57,1.643399477
03/03/2018 13:08:39,1.682158828
03/03/2018 13:33:27,1.80618906
03/03/2018 13:36:33,1.58138442
03/03/2018 14:32:21,1.651151299
03/03/2018 14:41:39,1.713166356
03/03/2018 16:09:29,1.550376773
03/03/2018 17:48:41,1.651151299
03/03/2018 20:27:49,1.713166356
03/03/2018 21:21:33,1.736422062
03/03/2018 21:39:07,1.58138442
03/03/2018 21:42:13,1.837196589
03/03/2018 21:47:23,1.558128715
03/03/2018 23:05:55,1.759677649
03/03/2018 23:14:11,1.72867012
03/04/2018 01:38:51,1.58138442
03/04/2018 01:49:11,1.790685296
03/04/2018 02:29:29,1.651151299
03/04/2018 05:36:31,1.72867012
03/04/2018 07:33:17,1.682158828
03/04/2018 11:03:03,1.705414534
03/04/2018 14:53:29,1.596888185
03/04/2018 15:34:49,1.868204117
03/04/2018 15:36:53,1.612391949
03/04/2018 15:45:09,1.790685296
03/04/2018 17:52:15,1.457354188
03/04/2018 17:54:19,1.751925826
03/04/2018 17:55:21,1.457354188
03/04/2018 20:09:41,1.643399477
03/04/2018 20:57:13,1.713166356
03/05/2018 01:06:15,1.612391949
03/05/2018 01:07:17,2.193783283
03/05/2018 01:09:21,2.193783283
03/05/2018 01:12:27,1.759677649
03/05/2018 07:44:05,1.930219173
03/05/2018 15:39:25,1.76742959
03/05/2018 17:15:31,1.80618906
03/05/2018 17:16:33,0.108526379
03/07/2018 10:05:33,0.116278261
03/07/2018 10:06:35,1.705414534
03/07/2018 10:29:19,2.06975317
03/07/2018 16:20:39,2.015489817
03/07/2018 17:19:33,2.1782794
03/07/2018 17:21:37,1.968978524
03/07/2018 19:48:21,2.279053926
03/07/2018 23:20:11,2.302309513
03/08/2018 00:55:15,2.465099096
03/08/2018 06:07:19,2.410835981
03/08/2018 11:09:03,2.325565338
03/08/2018 15:54:15,2.379828453
03/08/2018 15:55:17,0.248060286
03/08/2018 19:43:39,0.387594193
03/08/2018 21:22:51,0.426353633
03/08/2018 21:31:07,0.744180858
03/08/2018 21:32:09,1.534873009
03/08/2018 21:36:17,1.302316546
03/08/2018 21:37:19,0.465113044
03/08/2018 21:46:37,0.612398863
03/08/2018 21:47:39,0.364338547
03/08/2018 22:10:23,0.325579137
03/08/2018 22:12:27,0.558135688
03/08/2018 22:17:37,0.573639452
03/08/2018 22:20:43,0.310075372
03/08/2018 23:15:29,0.457361162
03/08/2018 23:16:31,1.139526963
03/08/2018 23:20:39,0.782940328
03/08/2018 23:22:43,1.108519435
03/08/2018 23:23:45,0.612398863
03/08/2018 23:27:53,0.356586665
03/08/2018 23:30:59,0.604646981
03/08/2018 23:34:05,0.348834783
03/08/2018 23:36:09,0.736428976
03/08/2018 23:37:11,0.48836869
03/08/2018 23:59:55,0.441857398
03/09/2018 00:00:57,0.782940328
03/09/2018 00:11:17,0.333331019
03/09/2018 00:12:19,1.069759965
03/09/2018 00:13:21,1.069759965
