momento,posicao
01/14/2018 00:01:59,0.11424
01/14/2018 00:02:00,0.11616
01/14/2018 00:02:01,0.118096
01/14/2018 00:02:02,0.120048
01/14/2018 00:02:03,0.122016
01/14/2018 00:02:04,0.124
01/14/2018 00:02:05,0.126
01/14/2018 00:02:06,0.128016
01/14/2018 00:02:07,0.130048
01/14/2018 00:02:08,0.132096
01/14/2018 00:02:09,0.13416
01/14/2018 00:02:10,0.13624
01/14/2018 00:02:11,0.138336
01/14/2018 00:02:12,0.140448
01/14/2018 00:02:13,0.142576
01/14/2018 00:02:14,0.14472
01/14/2018 00:02:15,0.14688
01/14/2018 00:02:16,0.149056
01/14/2018 00:02:17,0.151248
01/14/2018 00:02:18,0.153456
01/14/2018 00:02:19,0.15568
01/14/2018 00:02:20,0.15792
01/14/2018 00:02:21,0.160176
01/14/2018 00:02:22,0.162448
01/14/2018 00:02:23,0.164736
01/14/2018 00:02:24,0.16704
01/14/2018 00:02:25,0.16936
01/14/2018 00:02:26,0.171696
01/14/2018 00:02:27,0.174048
01/14/2018 00:02:28,0.176416
01/14/2018 00:02:29,0.1788
01/14/2018 00:02:30,0.1812
01/14/2018 00:02:31,0.183616
01/14/2018 00:02:32,0.186048
01/14/2018 00:02:33,0.188496
01/14/2018 00:02:34,0.19096
01/14/2018 00:02:35,0.19344
01/14/2018 00:02:36,0.195936
01/14/2018 00:02:37,0.198448
01/14/2018 00:02:38,0.200976
01/14/2018 00:02:39,0.20352
01/14/2018 00:02:40,0.20608
01/14/2018 00:02:41,0.208656
01/14/2018 00:02:42,0.211248
01/14/2018 00:02:43,0.213856
01/14/2018 00:02:44,0.21648
01/14/2018 00:02:45,0.21912
01/14/2018 00:02:46,0.221776
01/14/2018 00:02:47,0.224448
01/14/2018 00:02:48,0.227136
01/14/2018 00:02:49,0.22984
01/14/2018 00:02:50,0.23256
01/14/2018 00:02:51,0.235296
01/14/2018 00:02:52,0.238048
01/14/2018 00:02:53,0.240816
01/14/2018 00:02:54,0.2436
01/14/2018 00:02:55,0.2464
01/14/2018 00:02:56,0.249216
01/14/2018 00:02:57,0.252048
01/14/2018 00:02:58,0.254896
01/14/2018 00:02:59,0.25776
01/14/2018 00:03:00,0.26064
01/14/2018 00:03:01,0.263536
01/14/2018 00:03:02,0.266448
01/14/2018 00:03:03,0.269376
01/14/2018 00:03:04,0.27232
01/14/2018 00:03:05,0.27528
01/14/2018 00:03:06,0.278256
01/14/2018 00:03:07,0.281248
01/14/2018 00:03:08,0.284256
01/14/2018 00:03:09,0.28728
01/14/2018 00:03:10,0.29032
01/14/2018 00:03:11,0.293376
01/14/2018 00:03:12,0.296448
01/14/2018 00:03:13,0.299536
01/14/2018 00:03:14,0.30264
01/14/2018 00:03:15,0.30576
01/14/2018 00:03:16,0.308896
01/14/2018 00:03:17,0.312048
01/14/2018 00:03:18,0.315216
01/14/2018 00:03:19,0.3184
01/14/2018 00:03:20,0.3216
01/14/2018 00:03:21,0.324816
01/14/2018 00:03:22,0.328048
01/14/2018 00:03:23,0.331296
01/14/2018 00:03:24,0.33456
01/14/2018 00:03:25,0.33784
01/14/2018 00:03:26,0.341136
01/14/2018 00:03:27,0.344448
01/14/2018 00:03:28,0.347776
01/14/2018 00:03:29,0.35112
01/14/2018 00:03:30,0.35448
01/14/2018 00:03:31,0.357856
01/14/2018 00:03:32,0.361248
01/14/2018 00:03:33,0.364656
01/14/2018 00:03:34,0.36808
01/14/2018 00:03:35,0.37152
01/14/2018 00:03:36,0.374976
01/14/2018 00:03:37,0.378448
01/14/2018 00:03:38,0.381936
01/14/2018 00:03:39,0.38544
01/14/2018 00:03:40,0.38896
01/14/2018 00:03:41,0.392496
01/14/2018 00:03:42,0.396048
01/14/2018 00:03:43,0.399616
01/14/2018 00:03:44,0.4032
01/14/2018 00:03:45,0.4068
01/14/2018 00:03:46,0.410416
01/14/2018 00:03:47,0.414048
01/14/2018 00:03:48,0.417696
01/14/2018 00:03:49,0.42136
01/14/2018 00:03:50,0.42504
01/14/2018 00:03:51,0.428736
01/14/2018 00:03:52,0.432448
01/14/2018 00:03:53,0.436176
01/14/2018 00:03:54,0.43992
01/14/2018 00:03:55,0.44368
01/14/2018 00:03:56,0.447456
01/14/2018 00:03:57,0.451248
01/14/2018 00:03:58,0.455056
01/14/2018 00:03:59,0.45888
01/14/2018 00:04:00,0.46272
01/14/2018 00:04:01,0.466576
01/14/2018 00:04:02,0.470448
01/14/2018 00:04:03,0.474336
01/14/2018 00:04:04,0.47824
01/14/2018 00:04:05,0.48216
01/14/2018 00:04:06,0.486096
01/14/2018 00:04:07,0.490048
01/14/2018 00:04:08,0.494016
01/14/2018 00:04:09,0.498
01/14/2018 00:04:10,0.502
01/14/2018 00:04:11,0.506016
01/14/2018 00:04:12,0.510048
01/14/2018 00:04:13,0.514096
01/14/2018 00:04:14,0.51816
01/14/2018 00:04:15,0.52224
01/14/2018 00:04:16,0.526336
01/14/2018 00:04:17,0.530448
01/14/2018 00:04:18,0.534576
01/14/2018 00:04:19,0.53872
01/14/2018 00:04:20,0.54288
01/14/2018 00:04:21,0.547056
01/14/2018 00:04:22,0.551248
01/14/2018 00:04:23,0.555456
01/14/2018 00:04:24,0.55968
01/14/2018 00:04:25,0.56392
01/14/2018 00:04:26,0.568176
01/14/2018 00:04:27,0.572448
01/14/2018 00:04:28,0.576736
01/14/2018 00:04:29,0.58104
01/14/2018 00:04:30,0.58536
01/14/2018 00:04:31,0.589696
01/14/2018 00:04:32,0.594048
01/14/2018 00:04:33,0.598416
01/14/2018 00:04:34,0.6028
01/14/2018 00:04:35,0.6072
01/14/2018 00:04:36,0.611616
01/14/2018 00:04:37,0.616048
01/14/2018 00:04:38,0.620496
01/14/2018 00:04:39,0.62496
01/14/2018 00:04:40,0.62944
01/14/2018 00:04:41,0.633936
01/14/2018 00:04:42,0.638448
01/14/2018 00:04:43,0.642976
01/14/2018 00:04:44,0.64752
01/14/2018 00:04:45,0.65208
01/14/2018 00:04:46,0.656656
01/14/2018 00:04:47,0.661248
01/14/2018 00:04:48,0.665856
01/14/2018 00:04:49,0.67048
01/14/2018 00:04:50,0.67512
01/14/2018 00:04:51,0.679776
01/14/2018 00:04:52,0.684448
01/14/2018 00:04:53,0.689136
01/14/2018 00:04:54,0.69384
01/14/2018 00:04:55,0.69856
01/14/2018 00:04:56,0.703296
01/14/2018 00:04:57,0.708048
01/14/2018 00:04:58,0.712816
01/14/2018 00:04:59,0.7176
01/14/2018 00:05:00,0.7224
01/14/2018 00:05:01,0.727216
01/14/2018 00:05:02,0.732048
01/14/2018 00:05:03,0.736896
01/14/2018 00:05:04,0.74176
01/14/2018 00:05:05,0.74664
01/14/2018 00:05:06,0.751536
01/14/2018 00:05:07,0.756448
01/14/2018 00:05:08,0.761376
01/14/2018 00:05:09,0.76632
01/14/2018 00:05:10,0.77128
01/14/2018 00:05:11,0.776256
01/14/2018 00:05:12,0.781248
01/14/2018 00:05:13,0.786256
01/14/2018 00:05:14,0.79128
01/14/2018 00:05:15,0.79632
01/14/2018 00:05:16,0.801376
01/14/2018 00:05:17,0.806448
01/14/2018 00:05:18,0.811536
01/14/2018 00:05:19,0.81664
01/14/2018 00:05:20,0.82176
01/14/2018 00:05:21,0.826896
01/14/2018 00:05:22,0.832048
01/14/2018 00:05:23,0.837216
01/14/2018 00:05:24,0.8424
01/14/2018 00:05:25,0.8476
01/14/2018 00:05:26,0.852816
01/14/2018 00:05:27,0.858048
01/14/2018 00:05:28,0.863296
01/14/2018 00:05:29,0.86856
01/14/2018 00:05:30,0.87384
01/14/2018 00:05:31,0.879136
01/14/2018 00:05:32,0.884448
01/14/2018 00:05:33,0.889776
01/14/2018 00:05:34,0.89512
01/14/2018 00:05:35,0.90048
01/14/2018 00:05:36,0.905856
01/14/2018 00:05:37,0.911248
01/14/2018 00:05:38,0.916656
01/14/2018 00:05:39,0.92208
01/14/2018 00:05:40,0.92752
01/14/2018 00:05:41,0.932976
01/14/2018 00:05:42,0.938448
01/14/2018 00:05:43,0.943936
01/14/2018 00:05:44,0.94944
01/14/2018 00:05:45,0.95496
01/14/2018 00:05:46,0.960496
01/14/2018 00:05:47,0.966048
01/14/2018 00:05:48,0.971616
01/14/2018 00:05:49,0.9772
01/14/2018 00:05:50,0.9828
01/14/2018 00:05:51,0.988416
01/14/2018 00:05:52,0.994048
01/14/2018 00:05:53,0.999696
01/14/2018 00:05:54,1.00536
01/14/2018 00:05:55,1.01104
01/14/2018 00:05:56,1.016736
01/14/2018 00:05:57,1.022448
01/14/2018 00:05:58,1.028176
01/14/2018 00:05:59,1.03392
01/14/2018 00:06:00,1.03968
01/14/2018 00:06:01,1.045456
01/14/2018 00:06:02,1.051248
01/14/2018 00:06:03,1.057056
01/14/2018 00:06:04,1.06288
01/14/2018 00:06:05,1.06872
01/14/2018 00:06:06,1.074576
01/14/2018 00:06:07,1.080448
01/14/2018 00:06:08,1.086336
01/14/2018 00:06:09,1.09224
01/14/2018 00:06:10,1.09816
01/14/2018 00:06:11,1.104096
01/14/2018 00:06:12,1.110048
01/14/2018 00:06:13,1.116016
01/14/2018 00:06:14,1.122
01/14/2018 00:06:15,1.128
01/14/2018 00:06:16,1.134016
01/14/2018 00:06:17,1.140048
01/14/2018 00:06:18,1.146096
01/14/2018 00:06:19,1.15216
01/14/2018 00:06:20,1.15824
01/14/2018 00:06:21,1.164336
01/14/2018 00:06:22,1.170448
01/14/2018 00:06:23,1.176576
01/14/2018 00:06:24,1.18272
01/14/2018 00:06:25,1.18888
01/14/2018 00:06:26,1.195056
01/14/2018 00:06:27,1.201248
01/14/2018 00:06:28,1.207456
01/14/2018 00:06:29,1.21368
01/14/2018 00:06:30,1.21992
01/14/2018 00:06:31,1.226176
01/14/2018 00:06:32,1.232448
01/14/2018 00:06:33,1.238736
01/14/2018 00:06:34,1.24504
01/14/2018 00:06:35,1.25136
01/14/2018 00:06:36,1.257696
01/14/2018 00:06:37,1.264048
01/14/2018 00:06:38,1.270416
01/14/2018 00:06:39,1.2768
01/14/2018 00:06:40,1.2832
01/14/2018 00:06:41,1.289616
01/14/2018 00:06:42,1.296048
01/14/2018 00:06:43,1.302496
01/14/2018 00:06:44,1.30896
01/14/2018 00:06:45,1.31544
01/14/2018 00:06:46,1.321936
01/14/2018 00:06:47,1.328448
01/14/2018 00:06:48,1.334976
01/14/2018 00:06:49,1.34152
01/14/2018 00:06:50,1.34808
01/14/2018 00:06:51,1.354656
01/14/2018 00:06:52,1.361248
01/14/2018 00:06:53,1.367856
01/14/2018 00:06:54,1.37448
01/14/2018 00:06:55,1.38112
01/14/2018 00:06:56,1.387776
01/14/2018 00:06:57,1.394448
01/14/2018 00:06:58,1.401136
01/14/2018 00:06:59,1.40784
01/14/2018 00:07:00,1.41456
01/14/2018 00:07:01,1.421296
01/14/2018 00:07:02,1.428048
01/14/2018 00:07:03,1.434816
01/14/2018 00:07:04,1.4416
01/14/2018 00:07:05,1.4484
01/14/2018 00:07:06,1.455216
01/14/2018 00:07:07,1.462048
01/14/2018 00:07:08,1.468896
01/14/2018 00:07:09,1.47576
01/14/2018 00:07:10,1.48264
01/14/2018 00:07:11,1.489536
01/14/2018 00:07:12,1.496448
01/14/2018 00:07:13,1.503376
01/14/2018 00:07:14,1.51032
01/14/2018 00:07:15,1.51728
01/14/2018 00:07:16,1.524256
01/14/2018 00:07:17,1.531248
01/14/2018 00:07:18,1.538256
01/14/2018 00:07:19,1.54528
01/14/2018 00:07:20,1.55232
01/14/2018 00:07:21,1.559376
01/14/2018 00:07:22,1.566448
01/14/2018 00:07:23,1.573536
01/14/2018 00:07:24,1.58064
01/14/2018 00:07:25,1.58776
01/14/2018 00:07:26,1.594896
01/14/2018 00:07:27,1.602048
01/14/2018 00:07:28,1.609216
01/14/2018 00:07:29,1.6164
01/14/2018 00:07:30,1.6236
01/14/2018 00:07:31,1.630816
01/14/2018 00:07:32,1.638048
01/14/2018 00:07:33,1.645296
01/14/2018 00:07:34,1.65256
01/14/2018 00:07:35,1.65984
01/14/2018 00:07:36,1.667136
01/14/2018 00:07:37,1.674448
01/14/2018 00:07:38,1.681776
01/14/2018 00:07:39,1.68912
01/14/2018 00:07:40,1.69648
01/14/2018 00:07:41,1.703856
01/14/2018 00:07:42,1.711248
01/14/2018 00:07:43,1.718656
01/14/2018 00:07:44,1.72608
01/14/2018 00:07:45,1.73352
01/14/2018 00:07:46,1.740976
01/14/2018 00:07:47,1.748448
01/14/2018 00:07:48,1.755936
01/14/2018 00:07:49,1.76344
01/14/2018 00:07:50,1.77096
01/14/2018 00:07:51,1.778496
01/14/2018 00:07:52,1.786048
01/14/2018 00:07:53,1.793616
01/14/2018 00:07:54,1.8012
01/14/2018 00:07:55,1.8088
01/14/2018 00:07:56,1.816416
01/14/2018 00:07:57,1.824048
01/14/2018 00:07:58,1.831696
01/14/2018 00:07:59,1.83936
01/14/2018 00:08:00,1.84704
01/14/2018 00:08:01,1.854736
01/14/2018 00:08:02,1.862448
01/14/2018 00:08:03,1.870176
01/14/2018 00:08:04,1.87792
01/14/2018 00:08:05,1.88568
01/14/2018 00:08:06,1.893456
01/14/2018 00:08:07,1.901248
01/14/2018 00:08:08,1.909056
01/14/2018 00:08:09,1.91688
01/14/2018 00:08:10,1.92472
01/14/2018 00:08:11,1.932576
01/14/2018 00:08:12,1.940448
01/14/2018 00:08:13,1.948336
01/14/2018 00:08:14,1.95624
01/14/2018 00:08:15,1.96416
01/14/2018 00:08:16,1.972096
01/14/2018 00:08:17,1.980048
01/14/2018 00:08:18,1.988016
01/14/2018 00:08:19,1.996
01/14/2018 00:08:20,2.004
01/14/2018 00:08:21,2.012016
01/14/2018 00:08:22,2.020048
01/14/2018 00:08:23,2.028096
01/14/2018 00:08:24,2.03616
01/14/2018 00:08:25,2.04424
01/14/2018 00:08:26,2.052336
01/14/2018 00:08:27,2.060448
01/14/2018 00:08:28,2.068576
01/14/2018 00:08:29,2.07672
01/14/2018 00:08:30,2.08488
01/14/2018 00:08:31,2.093056
01/14/2018 00:08:32,2.101248
01/14/2018 00:08:33,2.109456
01/14/2018 00:08:34,2.11768
01/14/2018 00:08:35,2.12592
01/14/2018 00:08:36,2.134176
01/14/2018 00:08:37,2.142448
01/14/2018 00:08:38,2.150736
01/14/2018 00:08:39,2.15904
01/14/2018 00:08:40,2.16736
01/14/2018 00:08:41,2.175696
01/14/2018 00:08:42,2.184048
01/14/2018 00:08:43,2.192416
01/14/2018 00:08:44,2.2008
01/14/2018 00:08:45,2.2092
01/14/2018 00:08:46,2.217616
01/14/2018 00:08:47,2.226048
01/14/2018 00:08:48,2.234496
01/14/2018 00:08:49,2.24296
01/14/2018 00:08:50,2.25144
01/14/2018 00:08:51,2.259936
01/14/2018 00:08:52,2.268448
01/14/2018 00:08:53,2.276976
01/14/2018 00:08:54,2.28552
01/14/2018 00:08:55,2.29408
01/14/2018 00:08:56,2.302656
01/14/2018 00:08:57,2.311248
01/14/2018 00:08:58,2.319856
01/14/2018 00:08:59,2.32848
01/14/2018 00:09:00,2.33712
01/14/2018 00:09:01,2.345776
01/14/2018 00:09:02,2.354448
01/14/2018 00:09:03,2.363136
01/14/2018 00:09:04,2.37184
01/14/2018 00:09:05,2.38056
01/14/2018 00:09:06,2.389296
01/14/2018 00:09:07,2.398048
01/14/2018 00:09:08,2.406816
01/14/2018 00:09:09,2.4156
01/14/2018 00:09:10,2.4244
01/14/2018 00:09:11,2.433216
01/14/2018 00:09:12,2.442048
01/14/2018 00:09:13,2.450896
01/14/2018 00:09:14,2.45976
01/14/2018 00:09:15,2.46864
01/14/2018 00:09:16,2.477536
01/14/2018 00:09:17,2.486448
01/14/2018 00:09:18,2.495376
01/14/2018 00:09:19,2.50432
01/14/2018 00:09:20,2.51328
01/14/2018 00:09:21,2.522256
01/14/2018 00:09:22,2.531248
01/14/2018 00:09:23,2.540256
01/14/2018 00:09:24,2.54928
01/14/2018 00:09:25,2.55832
01/14/2018 00:09:26,2.567376
01/14/2018 00:09:27,2.576448
01/14/2018 00:09:28,2.585536
01/14/2018 00:09:29,2.59464
01/14/2018 00:09:30,2.60376
01/14/2018 00:09:31,2.612896
01/14/2018 00:09:32,2.622048
01/14/2018 00:09:33,2.631216
01/14/2018 00:09:34,2.6404
01/14/2018 00:09:35,2.6496
01/14/2018 00:09:36,2.658816
01/14/2018 00:09:37,2.668048
01/14/2018 00:09:38,2.677296
01/14/2018 00:09:39,2.68656
01/14/2018 00:09:40,2.69584
01/14/2018 00:09:41,2.705136
01/14/2018 00:09:42,2.714448
01/14/2018 00:09:43,2.723776
01/14/2018 00:09:44,2.73312
01/14/2018 00:09:45,2.74248
01/14/2018 00:09:46,2.751856
01/14/2018 00:09:47,2.761248
01/14/2018 00:09:48,2.770656
01/14/2018 00:09:49,2.78008
01/14/2018 00:09:50,2.78952
01/14/2018 00:09:51,2.798976
01/14/2018 00:09:52,2.808448
01/14/2018 00:09:53,2.817936
01/14/2018 00:09:54,2.82744
01/14/2018 00:09:55,2.83696
01/14/2018 00:09:56,2.846496
01/14/2018 00:09:57,2.856048
01/14/2018 00:09:58,2.865616
01/14/2018 00:09:59,2.8752
01/14/2018 00:10:00,2.8848
01/14/2018 00:10:01,2.894416
01/14/2018 00:10:02,2.904048
01/14/2018 00:10:03,2.913696
01/14/2018 00:10:04,2.92336
01/14/2018 00:10:05,2.93304
01/14/2018 00:10:06,2.942736
01/14/2018 00:10:07,2.952448
01/14/2018 00:10:08,2.962176
01/14/2018 00:10:09,2.97192
01/14/2018 00:10:10,2.98168
01/14/2018 00:10:11,2.991456
01/14/2018 00:10:12,3.001248
01/14/2018 00:10:13,3.011056
01/14/2018 00:10:14,3.02088
01/14/2018 00:10:15,3.03072
01/14/2018 00:10:16,3.040576
01/14/2018 00:10:17,3.050448
01/14/2018 00:10:18,3.060336
01/14/2018 00:10:19,3.07024
01/14/2018 00:10:20,3.08016
01/14/2018 00:10:21,3.090096
01/14/2018 00:10:22,3.100048
01/14/2018 00:10:23,3.110016
01/14/2018 00:10:24,3.12
01/14/2018 00:10:25,3.13
01/14/2018 00:10:26,3.140016
01/14/2018 00:10:27,3.150048
01/14/2018 00:10:28,3.160096
01/14/2018 00:10:29,3.17016
01/14/2018 00:10:30,3.18024
01/14/2018 00:10:31,3.190336
01/14/2018 00:10:32,3.200448
01/14/2018 00:10:33,3.210576
01/14/2018 00:10:34,3.22072
01/14/2018 00:10:35,3.23088
01/14/2018 00:10:36,3.241056
01/14/2018 00:10:37,3.251248
01/14/2018 00:10:38,3.261456
01/14/2018 00:10:39,3.27168
01/14/2018 00:10:40,3.28192
01/14/2018 00:10:41,3.292176
01/14/2018 00:10:42,3.302448
01/14/2018 00:10:43,3.312736
01/14/2018 00:10:44,3.32304
01/14/2018 00:10:45,3.33336
01/14/2018 00:10:46,3.343696
01/14/2018 00:10:47,3.354048
01/14/2018 00:10:48,3.364416
01/14/2018 00:10:49,3.3748
01/14/2018 00:10:50,3.3852
01/14/2018 00:10:51,3.395616
01/14/2018 00:10:52,3.406048
01/14/2018 00:10:53,3.416496
01/14/2018 00:10:54,3.42696
01/14/2018 00:10:55,3.43744
01/14/2018 00:10:56,3.447936
01/14/2018 00:10:57,3.458448
01/14/2018 00:10:58,3.468976
01/14/2018 00:10:59,3.47952
01/14/2018 00:11:00,3.49008
01/14/2018 00:11:01,3.500656
01/14/2018 00:11:02,3.511248
01/14/2018 00:11:03,3.521856
01/14/2018 00:11:04,3.53248
01/14/2018 00:11:05,3.54312
01/14/2018 00:11:06,3.553776
01/14/2018 00:11:07,3.564448
01/14/2018 00:11:08,3.575136
01/14/2018 00:11:09,3.58584
01/14/2018 00:11:10,3.59656
01/14/2018 00:11:11,3.607296
01/14/2018 00:11:12,3.618048
01/14/2018 00:11:13,3.628816
01/14/2018 00:11:14,3.6396
01/14/2018 00:11:15,3.6504
01/14/2018 00:11:16,3.661216
01/14/2018 00:11:17,3.672048
01/14/2018 00:11:18,3.682896
01/14/2018 00:11:19,3.69376
01/14/2018 00:11:20,3.70464
01/14/2018 00:11:21,3.715536
01/14/2018 00:11:22,3.726448
01/14/2018 00:11:23,3.737376
01/14/2018 00:11:24,3.74832
01/14/2018 00:11:25,3.75928
01/14/2018 00:11:26,3.770256
01/14/2018 00:11:27,3.781248
01/14/2018 00:11:28,3.792256
01/14/2018 00:11:29,3.80328
01/14/2018 00:11:30,3.81432
01/14/2018 00:11:31,3.825376
01/14/2018 00:11:32,3.836448
01/14/2018 00:11:33,3.847536
01/14/2018 00:11:34,3.85864
01/14/2018 00:11:35,3.86976
01/14/2018 00:11:36,3.880896
01/14/2018 00:11:37,3.892048
01/14/2018 00:11:38,3.903216
01/14/2018 00:11:39,3.9144
01/14/2018 00:11:40,3.9256
01/14/2018 00:11:41,3.936816
01/14/2018 00:11:42,3.948048
01/14/2018 00:11:43,3.959296
01/14/2018 00:11:44,3.97056
01/14/2018 00:11:45,3.98184
01/14/2018 00:11:46,3.993136
01/14/2018 00:11:47,4.004448
01/14/2018 00:11:48,4.015776
01/14/2018 00:11:49,4.02712
01/14/2018 00:11:50,4.03848
01/14/2018 00:11:51,4.049856
01/14/2018 00:11:52,4.061248
01/14/2018 00:11:53,4.072656
01/14/2018 00:11:54,4.08408
01/14/2018 00:11:55,4.09552
01/14/2018 00:11:56,4.106976
01/14/2018 00:11:57,4.118448
01/14/2018 00:11:58,4.129936
01/14/2018 00:11:59,4.14144
01/14/2018 00:12:00,4.15296
01/14/2018 00:12:01,4.164496
01/14/2018 00:12:02,4.176048
01/14/2018 00:12:03,4.187616
01/14/2018 00:12:04,4.1992
01/14/2018 00:12:05,4.2108
01/14/2018 00:12:06,4.222416
01/14/2018 00:12:07,4.234048
01/14/2018 00:12:08,4.245696
01/14/2018 00:12:09,4.25736
01/14/2018 00:12:10,4.26904
01/14/2018 00:12:11,4.280736
01/14/2018 00:12:12,4.292448
01/14/2018 00:12:13,4.304176
01/14/2018 00:12:14,4.31592
01/14/2018 00:12:15,4.32768
01/14/2018 00:12:16,4.339456
01/14/2018 00:12:17,4.351248
01/14/2018 00:12:18,4.363056
01/14/2018 00:12:19,4.37488
01/14/2018 00:12:20,4.38672
01/14/2018 00:12:21,4.398576
01/14/2018 00:12:22,4.410448
01/14/2018 00:12:23,4.422336
01/14/2018 00:12:24,4.43424
01/14/2018 00:12:25,4.44616
01/14/2018 00:12:26,4.458096
01/14/2018 00:12:27,4.470048
01/14/2018 00:12:28,4.482016
01/14/2018 00:12:29,4.494
01/14/2018 00:12:30,4.506
01/14/2018 00:12:31,4.518016
01/14/2018 00:12:32,4.530048
01/14/2018 00:12:33,4.542096
01/14/2018 00:12:34,4.55416
01/14/2018 00:12:35,4.56624
01/14/2018 00:12:36,4.578336
01/14/2018 00:12:37,4.590448
01/14/2018 00:12:38,4.602576
01/14/2018 00:12:39,4.61472
01/14/2018 00:12:40,4.62688
01/14/2018 00:12:41,4.639056
01/14/2018 00:12:42,4.651248
01/14/2018 00:12:43,4.663456
01/14/2018 00:12:44,4.67568
01/14/2018 00:12:45,4.68792
01/14/2018 00:12:46,4.700176
01/14/2018 00:12:47,4.712448
01/14/2018 00:12:48,4.724736
01/14/2018 00:12:49,4.73704
01/14/2018 00:12:50,4.74936
01/14/2018 00:12:51,4.761696
01/14/2018 00:12:52,4.774048
01/14/2018 00:12:53,4.786416
01/14/2018 00:12:54,4.7988
01/14/2018 00:12:55,4.8112
01/14/2018 00:12:56,4.823616
